IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",58,75,79,"75-79",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13.1138
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",61,80,84,"80-84",0,"Not applicable",1,"Model-based Estimates",3,"Projection",9.9447
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",65,85,89,"85-89",0,"Not applicable",1,"Model-based Estimates",3,"Projection",7.236
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",74,90,94,"90-94",0,"Not applicable",1,"Model-based Estimates",3,"Projection",5.0272
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",70,95,99,"95-99",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.4481
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",905,"North-America","XU","NAC",74,"2023",4,"Median",3,"Both sexes",59,100,null,"100+",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.4143
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",908,"Europe","EP","EUR",74,"2023",4,"Median",3,"Both sexes",42,0,1,"0",0,"Not applicable",1,"Model-based Estimates",3,"Projection",79.4918
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",908,"Europe","EP","EUR",74,"2023",4,"Median",3,"Both sexes",223,1,4,"1-4",0,"Not applicable",1,"Model-based Estimates",3,"Projection",78.742
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",908,"Europe","EP","EUR",74,"2023",4,"Median",3,"Both sexes",71,5,9,"5-9",0,"Not applicable",1,"Model-based Estimates",3,"Projection",74.8011
75,"Life expectancy E(x) - abridged","Life expectancy at exact ages, Ex, by age groups and by sex","World Population Prospects",2022,"United Nations Population Division",908,"Europe","EP","EUR",74,"2023",4,"Median",3,"Both sexes",76,10,14,"10-14",0,"Not applicable",1,"Model-based Estimates",3,"Projection",69.8293
