Year,ages,female,male
2089,65-69,0.274589242,0.266131327
2089,70-74,0.2703035565,0.257395708
2089,75-79,0.2430468835,0.224000283
2089,80-84,0.195480666,0.1711853845
2089,85-89,0.1408656065,0.1143618275
2089,90-94,0.086741906,0.062286292
2089,95-99,0.0403157055,0.023398206
2089,100+,0.012234618,0.0048895195
2090,0-4,0.2860456635,0.2973754525
2090,5-9,0.292504215,0.3035269235
2090,10-14,0.2987494905,0.309695256
2090,15-19,0.304194421,0.3148402245
2090,20-24,0.307337414,0.3171888025
2090,25-29,0.3094336745,0.31880242
2090,30-34,0.3116407665,0.32033882
2090,35-39,0.315519194,0.3232865805
2090,40-44,0.3194831365,0.3260999265
2090,45-49,0.3188851905,0.3238892
2090,50-54,0.3127250295,0.315375864
2090,55-59,0.3026468995,0.3021246835
2090,60-64,0.2899826905,0.285599152
2090,65-69,0.274315593,0.2655473635
2090,70-74,0.268265526,0.255057161
2090,75-79,0.244716425,0.2255542065
2090,80-84,0.198332294,0.1739878465
2090,85-89,0.142322162,0.1157535005
2090,90-94,0.087535505,0.063147885
2090,95-99,0.0403007925,0.0235885745
2090,100+,0.0127082055,0.0051169045
2091,0-4,0.2846336265,0.295918914
2091,5-9,0.291092165,0.3020725355
2091,10-14,0.297409512,0.3083123665
2091,15-19,0.303208002,0.3138311995
2091,20-24,0.3066870825,0.3165295735
2091,25-29,0.3089334055,0.318301523
2091,30-34,0.3108581285,0.319534449
2091,35-39,0.31437648,0.3220918585
2091,40-44,0.318483914,0.325050189
2091,45-49,0.3189147085,0.323909443
2091,50-54,0.3135332745,0.316176077
2091,55-59,0.3037376405,0.3031598445
2091,60-64,0.2910901035,0.286538654
2091,65-69,0.2750307975,0.266015887
2091,70-74,0.265359537,0.2517860425
2091,75-79,0.2461493995,0.2268722885
2091,80-84,0.2010110935,0.176587849
2091,85-89,0.1438970815,0.1172712705
2091,90-94,0.0885280345,0.064119828
2091,95-99,0.040420011,0.0238524585
2091,100+,0.01306391,0.0052969735
2092,0-4,0.2832640535,0.2945044035
2092,5-9,0.28963418,0.3005710285
2092,10-14,0.2960979455,0.3069601175
2092,15-19,0.3020833075,0.312679115
2092,20-24,0.305977424,0.315812009
2092,25-29,0.3084187435,0.3177842575
2092,30-34,0.3101893985,0.318855128
2092,35-39,0.313299899,0.320968743
2092,40-44,0.3173600405,0.323873079
2092,45-49,0.318751668,0.323732548
2092,50-54,0.314234748,0.316879546
2092,55-59,0.304803376,0.304185501
2092,60-64,0.2922225735,0.2875315035
2092,65-69,0.276103269,0.266863357
2092,70-74,0.2621580205,0.24818183
2092,75-79,0.2470898925,0.2277297505
2092,80-84,0.2037075685,0.179193689
2092,85-89,0.1459299175,0.119209155
2092,90-94,0.089502578,0.065021909
2092,95-99,0.040723489,0.0242015755
2092,100+,0.01325743,0.005412061
2093,0-4,0.281895803,0.2930906235
2093,5-9,0.2881791255,0.299074999
2093,10-14,0.294806689,0.305629271
2093,15-19,0.300844089,0.3114084755
2093,20-24,0.305219918,0.3150456535
2093,25-29,0.3078852195,0.317247369
2093,30-34,0.3096082475,0.3182715055
2093,35-39,0.3122885475,0.3199177525
2093,40-44,0.3161700345,0.322629955
2093,45-49,0.3183870225,0.3233505555
2093,50-54,0.314773699,0.3174233015
2093,55-59,0.305858061,0.3052141535
2093,60-64,0.293371107,0.288571287
2093,65-69,0.2772086,0.2677574945
2093,70-74,0.2598109555,0.2454776415
2093,75-79,0.2469993795,0.227522533
2093,80-84,0.2061089845,0.1814998255
2093,85-89,0.1483503695,0.121492197
2093,90-94,0.0905379315,0.06594006
2093,95-99,0.0411020185,0.024587239
2093,100+,0.013415486,0.005517908
2094,0-4,0.280564719,0.2917148015
2094,5-9,0.2867363525,0.2975921065
2094,10-14,0.293479777,0.3042636595
2094,15-19,0.299567865,0.310097732
2094,20-24,0.3044045735,0.3142193845
2094,25-29,0.307302645,0.316662406
2094,30-34,0.3091332655,0.317799469
2094,35-39,0.311340986,0.3189399875
2094,40-44,0.314951927,0.321359966
2094,45-49,0.317803394,0.322746539
2094,50-54,0.315165907,0.31781963
2094,55-59,0.306866149,0.3062112055
2094,60-64,0.29451468,0.2896315185
2094,65-69,0.2783119515,0.268667956
2094,70-74,0.258567009,0.243933175
2094,75-79,0.245980044,0.226332154
2094,80-84,0.208034766,0.1833156325
2094,85-89,0.150916206,0.1239019395
2094,90-94,0.0917072205,0.0669559555
2094,95-99,0.041542973,0.0250028675
2094,100+,0.013579224,0.0056324295
2095,0-4,0.2793013735,0.2904102655
2095,5-9,0.285304475,0.2961213865
2095,10-14,0.29211332,0.302859113
2095,15-19,0.2982648705,0.3087564185
2095,20-24,0.3035156025,0.3133176205
2095,25-29,0.306687215,0.316045348
2095,30-34,0.308700243,0.317373271
2095,35-39,0.310459768,0.318036366
2095,40-44,0.313759491,0.320120967
2095,45-49,0.317021305,0.3219375985
2095,50-54,0.315412152,0.3180723075
2095,55-59,0.3077840395,0.307129151
2095,60-64,0.295654437,0.2907114215
2095,65-69,0.279439214,0.269620978
2095,70-74,0.258364861,0.2434727785
2095,75-79,0.2441026955,0.2242487375
2095,80-84,0.2096485845,0.184800013
2095,85-89,0.153394107,0.1262204635
2095,90-94,0.092910427,0.0680155915
2095,95-99,0.0421478245,0.025520211
2095,100+,0.0137671875,0.005762644
2096,0-4,0.278074941,0.289147312
2096,5-9,0.2839096365,0.294689815
2096,10-14,0.290709838,0.301415776
2096,15-19,0.296932791,0.307384684
2096,20-24,0.302539971,0.312326095
2096,25-29,0.306049908,0.3154077565
2096,30-34,0.3082151565,0.3168949835
2096,35-39,0.3096956555,0.31725927
2096,40-44,0.3126405415,0.318961602
2096,45-49,0.316050763,0.3209333735
2096,50-54,0.3154757195,0.3181437895
2096,55-59,0.3086305835,0.3079855095
2096,60-64,0.296784308,0.2918029955
2096,65-69,0.2805822985,0.2706121835
2096,70-74,0.2591261805,0.244019125
2096,75-79,0.241386865,0.2212857535
2096,80-84,0.2110630555,0.186093889
2096,85-89,0.155710606,0.1283654895
2096,90-94,0.0942262985,0.069182566
2096,95-99,0.042844215,0.0260795925
2096,100+,0.013974007,0.0059022495
2097,0-4,0.2768564835,0.2878958995
2097,5-9,0.282556848,0.29329992
2097,10-14,0.2892603055,0.2999253165
2097,15-19,0.2956288565,0.306043253
2097,20-24,0.301426182,0.311192039
2097,25-29,0.305353237,0.3147119725
2097,30-34,0.307715768,0.3164005255
2097,35-39,0.3090451365,0.3166068805
2097,40-44,0.311587268,0.317873318
2097,45-49,0.3149561395,0.319802742
2097,50-54,0.315347512,0.3180196885
2097,55-59,0.3093720825,0.308747835
2097,60-64,0.297892014,0.292888548
2097,65-69,0.2817522825,0.2716572805
2097,70-74,0.2602344985,0.2449246145
2097,75-79,0.238390731,0.218018194
2097,80-84,0.2120606395,0.18701848
2097,85-89,0.1580620135,0.130535238
2097,90-94,0.095879929,0.07061915
2097,95-99,0.043500501,0.0265868145
2097,100+,0.014195356,0.0060469545
2098,0-4,0.2756426305,0.286651526
2098,5-9,0.281205144,0.2919106805
2098,10-14,0.2878135115,0.298440178
2098,15-19,0.294345091,0.304723089
2098,20-24,0.3001979345,0.3099397625
2098,25-29,0.3046086335,0.313967409
2098,30-34,0.3071974185,0.315886454
2098,35-39,0.308481963,0.3160499115
2098,40-44,0.3105990375,0.3168569785
2098,45-49,0.3137957505,0.31860665
2098,50-54,0.3150185955,0.3176923455
2098,55-59,0.309953337,0.3093536685
2098,60-64,0.298990823,0.2939797865
2098,65-69,0.2829409235,0.272750424
2098,70-74,0.2613747865,0.245872068
2098,75-79,0.236220454,0.2156001815
2098,80-84,0.212106447,0.1869893455
2098,85-89,0.160190653,0.132490784
2098,90-94,0.0978133415,0.072274819
2098,95-99,0.0441830645,0.0270997085
2098,100+,0.014431506,0.0061983805
2099,0-4,0.2744455265,0.2854261665
2099,5-9,0.279890137,0.290558551
2099,10-14,0.2863789145,0.296968082
2099,15-19,0.2930255935,0.303368113
2099,20-24,0.298932526,0.3086470605
2099,25-29,0.303806011,0.3131627005
2099,30-34,0.306630157,0.315324636
2099,35-39,0.3080245385,0.3156038185
2099,40-44,0.309674464,0.315913649
2099,45-49,0.312607368,0.317383862
2099,50-54,0.3144718785,0.3171451955
2099,55-59,0.310389332,0.309814518
2099,60-64,0.300045934,0.2950431805
2099,65-69,0.284127662,0.273866529
2099,70-74,0.262514278,0.2468343785
2099,75-79,0.2351131455,0.214273208
2099,80-84,0.2112689795,0.186054215
2099,85-89,0.1619409005,0.134075739
2099,90-94,0.099846292,0.0740083965
2099,95-99,0.044948888,0.027666956
2099,100+,0.014688858,0.0063590225
2100,0-4,0.273236898,0.284187514
2100,5-9,0.2786424865,0.2892770755
2100,10-14,0.2849550565,0.295508004
2100,15-19,0.2916663815,0.301974079
2100,20-24,0.2976400195,0.307323439
2100,25-29,0.3029295545,0.3122823425
2100,30-34,0.306029968,0.314730895
2100,35-39,0.307608841,0.315203311
2100,40-44,0.3088159615,0.315044215
2100,45-49,0.3114442715,0.316191637
2100,50-54,0.3137271685,0.316394635
2100,55-59,0.310680413,0.3101339925
2100,60-64,0.3010136605,0.2960320405
2100,65-69,0.285313117,0.275004915
2100,70-74,0.263677364,0.2478370565
2100,75-79,0.23500298,0.213959622
2100,80-84,0.209620827,0.184304479
2100,85-89,0.1634447325,0.1354087005
2100,90-94,0.1018023655,0.07566955
2100,95-99,0.0457631045,0.0282770705
2100,100+,0.0150143885,0.006548905
