Country Name,Region,Numeric,Lower Confidence Limit,Upper Confidence Limit,Unnamed: 11
Guatemala,Region of the Americas,56.03317,44.02226,65.92953,
Guatemala,Region of the Americas,50.12173,38.91155,60.01386,
Guinea,African Region,68.09956,50.97125,79.82698,
Guinea,African Region,70.19357,52.76513,81.6078,
Guinea,African Region,66.47064,49.64891,78.37934,
Guinea-Bissau,African Region,69.68006,52.63939,82.08399,
Guinea-Bissau,African Region,74.58309,58.30035,85.48318,
Guinea-Bissau,African Region,64.92994,47.64933,78.55885,
Guyana,Region of the Americas,51.67478,40.53318,61.47886,
Guyana,Region of the Americas,54.76584,43.40997,64.43386,
Guyana,Region of the Americas,48.19644,37.40661,58.05453,
Haiti,Region of the Americas,56.89786,38.1092,71.32338,
Haiti,Region of the Americas,58.89205,40.36036,72.98086,
Haiti,Region of the Americas,55.29804,36.33636,69.96406,
Honduras,Region of the Americas,42.73032,26.67692,57.49254,
Honduras,Region of the Americas,42.66919,27.06393,57.35303,
Honduras,Region of the Americas,42.77936,26.36288,57.60402,
Hungary,European Region,32.47231,25.62914,39.54367,
Hungary,European Region,43.95268,36.13214,51.48396,
Hungary,European Region,22.05435,16.68948,27.97757,
Iceland,European Region,20.87317,16.09976,26.31467,
Iceland,European Region,25.33344,20.01647,31.21634,
Iceland,European Region,16.36627,12.22212,21.25225,
India,South-East Asian Region,53.88323,45.14272,61.42565,
India,South-East Asian Region,57.12286,48.81458,64.30132,
India,South-East Asian Region,49.88734,40.64948,57.84167,
Indonesia,South-East Asian Region,53.10883,43.09076,61.67151,
Indonesia,South-East Asian Region,58.95267,49.00823,67.01576,
Indonesia,South-East Asian Region,46.66063,36.86992,55.55703,
Iran (Islamic Republic of),Eastern Mediterranean Region,43.10031,37.90727,47.98065,
Iran (Islamic Republic of),Eastern Mediterranean Region,44.90111,40.01226,49.76822,
Iran (Islamic Republic of),Eastern Mediterranean Region,40.65449,35.03253,45.53662,
Iraq,Eastern Mediterranean Region,55.11306,42.92922,65.56629,
Iraq,Eastern Mediterranean Region,57.75176,45.65743,67.89841,
Iraq,Eastern Mediterranean Region,52.22052,40.00995,62.95787,
Ireland,European Region,23.97475,18.58035,29.89694,
Ireland,European Region,27.23555,21.4799,33.45129,
Ireland,European Region,20.57416,15.60276,26.12738,
Israel,European Region,24.02405,18.63891,29.9934,
Israel,European Region,29.52999,23.40671,36.12411,
Israel,European Region,18.71129,14.1697,23.88226,
Italy,European Region,15.50902,13.45786,17.81326,
Italy,European Region,19.84541,17.422,22.5297,
Italy,European Region,11.53145,9.86184,13.43343,
Jamaica,Region of the Americas,36.4308,26.75739,45.9447,
Jamaica,Region of the Americas,33.3682,23.95945,42.73251,
Jamaica,Region of the Americas,39.56568,29.67761,49.16284,
Japan,Western Pacific Region,15.14054,13.3924,17.30718,
Japan,Western Pacific Region,19.66914,17.58448,22.14958,
Japan,Western Pacific Region,10.41982,9.06876,12.20213,
Jordan,Eastern Mediterranean Region,46.67363,35.40218,57.03519,
Jordan,Eastern Mediterranean Region,51.96523,40.43195,62.03909,
Jordan,Eastern Mediterranean Region,41.40345,30.61923,51.85367,
Kazakhstan,European Region,46.81289,37.56845,55.10253,
Kazakhstan,European Region,59.69762,50.2009,67.32515,
Kazakhstan,European Region,34.117,26.29954,42.03234,
Kenya,African Region,71.11657,60.05971,79.66334,
Kenya,African Region,74.68281,65.13452,81.93704,
Kenya,African Region,67.49626,54.86508,77.41546,
Kiribati,Western Pacific Region,72.39384,59.44315,81.19637,
Kiribati,Western Pacific Region,80.80923,70.15292,87.40303,
Kiribati,Western Pacific Region,63.38569,49.2203,74.01249,
Kuwait,Eastern Mediterranean Region,75.13246,67.5649,81.18299,
Kuwait,Eastern Mediterranean Region,78.42776,71.87898,83.60877,
Kuwait,Eastern Mediterranean Region,65.81517,55.34048,74.43149,
Kyrgyzstan,European Region,53.7375,45.19314,61.45013,
Kyrgyzstan,European Region,64.63066,56.526,71.2318,
Kyrgyzstan,European Region,42.23821,34.08636,50.59053,
Lao People's Democratic Republic,Western Pacific Region,60.15293,44.84205,71.91179,
Lao People's Democratic Republic,Western Pacific Region,65.10999,49.9774,75.95821,
Lao People's Democratic Republic,Western Pacific Region,54.4497,39.35546,67.02006,
Latvia,European Region,26.94807,19.58359,34.80956,
Latvia,European Region,41.12406,31.84852,49.85689,
Latvia,European Region,15.97416,10.88445,22.13532,
Lebanon,Eastern Mediterranean Region,41.95872,30.43878,52.40018,
Lebanon,Eastern Mediterranean Region,46.78414,35.47109,56.77804,
Lebanon,Eastern Mediterranean Region,35.73898,24.12258,46.63007,
Lesotho,African Region,65.4733,47.47681,77.46049,
Lesotho,African Region,74.2124,58.89604,83.65085,
Lesotho,African Region,57.61101,38.05845,71.56853,
Liberia,African Region,60.51832,41.99085,74.91191,
Liberia,African Region,62.8194,43.22196,77.26976,
Liberia,African Region,58.64093,41.05341,72.84598,
Libya,Eastern Mediterranean Region,53.99388,39.79988,66.20066,
Libya,Eastern Mediterranean Region,56.92361,42.45413,69.21841,
Libya,Eastern Mediterranean Region,51.08617,37.27102,63.03303,
Lithuania,European Region,25.47028,19.09901,32.25231,
Lithuania,European Region,38.50432,30.35012,46.34743,
Lithuania,European Region,15.06812,10.76978,20.12687,
Luxembourg,European Region,23.36208,17.86116,29.66714,
Luxembourg,European Region,29.68703,23.31362,36.74215,
Luxembourg,European Region,17.20559,12.73208,22.50221,
Madagascar,African Region,63.90886,47.35524,76.05084,
Madagascar,African Region,65.81244,49.19473,77.71874,
Madagascar,African Region,62.07803,45.64896,74.38851,
Malawi,African Region,65.82163,49.46464,77.50777,
Malawi,African Region,71.68998,56.78741,81.67762,
Malawi,African Region,59.27177,41.81505,72.68494,
Malaysia,Western Pacific Region,48.36006,36.5934,59.10574,
Malaysia,Western Pacific Region,52.61015,40.99625,62.92235,
Malaysia,Western Pacific Region,42.96454,31.1763,54.1247,
Maldives,South-East Asian Region,35.66644,25.09318,46.57403,
Maldives,South-East Asian Region,38.23748,27.51774,49.13744,
Maldives,South-East Asian Region,31.98139,21.68371,42.82369,
Mali,African Region,68.31892,49.08401,81.22075,
Mali,African Region,69.94131,49.63031,82.66022,
Mali,African Region,66.92597,48.64943,79.92002,
Malta,European Region,21.86327,16.75818,27.70951,
Malta,European Region,27.10656,21.44827,33.42342,
Malta,European Region,16.64774,12.19785,21.87699,
Mauritania,African Region,58.97668,39.84883,73.62415,
Mauritania,African Region,64.35496,43.84804,78.55184,
Mauritania,African Region,54.99015,37.22435,69.51249,
Mauritius,African Region,47.0079,37.65841,55.70387,
Mauritius,African Region,54.91013,45.32775,63.24313,
Mauritius,African Region,37.89196,29.35934,46.51643,
Mexico,Region of the Americas,45.30182,36.98214,53.13742,
Mexico,Region of the Americas,49.45655,40.80896,57.18848,
Mexico,Region of the Americas,40.74351,32.92387,48.58448,
Micronesia (Federated States of),Western Pacific Region,76.88245,59.27526,85.23411,
Micronesia (Federated States of),Western Pacific Region,82.92228,67.74551,89.32497,
Micronesia (Federated States of),Western Pacific Region,69.43978,50.28504,79.94064,
Mongolia,Western Pacific Region,64.68442,51.28869,74.63131,
Mongolia,Western Pacific Region,71.03479,58.41082,79.65323,
Mongolia,Western Pacific Region,55.99839,42.4086,67.38275,
Montenegro,European Region,31.63063,24.09764,39.48836,
Montenegro,European Region,39.42552,30.85329,47.85424,
Montenegro,European Region,23.33517,17.30397,30.0523,
Morocco,Eastern Mediterranean Region,46.43689,33.86032,57.87,
Morocco,Eastern Mediterranean Region,49.63138,36.83229,60.74555,
Morocco,Eastern Mediterranean Region,43.35177,31.0757,55.04197,
Mozambique,African Region,68.72262,52.0039,80.15106,
Mozambique,African Region,75.04732,60.50383,84.38665,
Mozambique,African Region,61.55676,42.97953,75.20431,
Myanmar,South-East Asian Region,57.0626,44.50724,67.55519,
Myanmar,South-East Asian Region,63.20311,51.22805,72.82621,
Myanmar,South-East Asian Region,50.37186,37.55541,61.52593,
Namibia,African Region,54.10078,37.86434,67.67856,
Namibia,African Region,61.92451,46.31356,73.79121,
Namibia,African Region,45.83808,29.6435,60.90977,
Nepal,South-East Asian Region,46.711,31.72393,59.76742,
Nepal,South-East Asian Region,47.23076,32.81333,59.8894,
Nepal,South-East Asian Region,46.18097,30.59875,59.64472,
Netherlands (Kingdom of the),European Region,22.01835,17.4547,27.01165,
Netherlands (Kingdom of the),European Region,25.53467,20.55268,30.97235,
Netherlands (Kingdom of the),European Region,18.63764,14.52176,23.13059,
New Zealand,Western Pacific Region,23.84922,19.42505,28.63466,
New Zealand,Western Pacific Region,27.0114,22.27465,32.05598,
New Zealand,Western Pacific Region,20.6347,16.56535,25.10913,
Nicaragua,Region of the Americas,42.7173,31.1062,53.56808,
Nicaragua,Region of the Americas,47.01648,34.67461,57.94644,
Nicaragua,Region of the Americas,37.99002,27.37922,48.53382,
Niger,African Region,69.58201,49.96447,82.35256,
Niger,African Region,72.20475,52.64621,84.1278,
Niger,African Region,66.84251,47.3539,80.43667,
Nigeria,African Region,69.04131,53.4112,80.21067,
Nigeria,African Region,70.33265,54.24383,81.31388,
Nigeria,African Region,67.69928,52.58766,79.02886,
North Macedonia,European Region,29.96979,21.91195,38.43704,
North Macedonia,European Region,36.39937,27.27751,45.50105,
North Macedonia,European Region,23.24205,16.57535,30.64269,
Norway,European Region,20.2787,17.39474,23.289,
Norway,European Region,24.5898,21.47005,28.03778,
Norway,European Region,16.15452,13.53399,18.67134,
Oman,Eastern Mediterranean Region,50.38942,38.12245,61.74107,
Oman,Eastern Mediterranean Region,57.28416,44.36671,68.41549,
Oman,Eastern Mediterranean Region,40.4354,29.98647,51.02627,
Pakistan,Eastern Mediterranean Region,59.30859,46.74878,69.67692,
Pakistan,Eastern Mediterranean Region,59.24917,46.77814,69.6707,
Pakistan,Eastern Mediterranean Region,59.37705,46.71481,69.6841,
Panama,Region of the Americas,35.47157,25.25148,45.65644,
Panama,Region of the Americas,37.83066,27.14625,48.23584,
Panama,Region of the Americas,32.72205,23.09741,42.5746,
Papua New Guinea,Western Pacific Region,70.83006,56.11522,80.75655,
Papua New Guinea,Western Pacific Region,72.57717,58.44395,81.96242,
Papua New Guinea,Western Pacific Region,68.63217,53.23295,79.22938,
Paraguay,Region of the Americas,47.32325,34.49261,58.78762,
Paraguay,Region of the Americas,50.56575,37.55277,61.86684,
Paraguay,Region of the Americas,43.14197,30.68435,54.68517,
Peru,Region of the Americas,40.35051,27.23624,53.10461,
Peru,Region of the Americas,42.59935,28.82049,55.66754,
Peru,Region of the Americas,38.11108,25.70906,50.45941,
Philippines,Western Pacific Region,52.26103,42.76885,60.40218,
Philippines,Western Pacific Region,59.9488,50.44134,67.50673,
Philippines,Western Pacific Region,43.57072,34.65186,51.97796,
Poland,European Region,33.01244,26.65824,39.60544,
Poland,European Region,43.79048,36.47503,50.75724,
Poland,European Region,22.17125,17.38358,27.71303,
Portugal,European Region,19.95272,15.45392,24.98962,
Portugal,European Region,26.51493,21.09558,32.30292,
Portugal,European Region,13.34744,9.95841,17.36987,
Qatar,Eastern Mediterranean Region,56.59548,42.7798,68.18239,
Qatar,Eastern Mediterranean Region,69.98238,57.01291,79.42767,
Qatar,Eastern Mediterranean Region,34.81347,23.90086,46.11155,
Republic of Korea,Western Pacific Region,28.44618,21.50521,36.15891,
Republic of Korea,Western Pacific Region,37.3672,29.17675,45.96163,
Republic of Korea,Western Pacific Region,18.25871,13.28646,24.11353,
Republic of Moldova,European Region,47.78443,40.23363,54.79467,
Republic of Moldova,European Region,61.86714,54.72737,67.95745,
Republic of Moldova,European Region,33.90615,26.93367,41.01868,
Romania,European Region,31.12002,24.12495,38.2367,
Romania,European Region,41.08027,32.98856,48.75972,
Romania,European Region,20.87444,15.57106,26.70751,
Russian Federation,European Region,40.16776,33.85382,46.20642,
Russian Federation,European Region,56.66581,49.96368,62.45328,
Russian Federation,European Region,25.71697,20.82896,30.93608,
Rwanda,African Region,64.58736,46.48266,77.36698,
Rwanda,African Region,69.88268,52.53217,81.29456,
Rwanda,African Region,59.19637,40.81469,73.12697,
Saint Lucia,Region of the Americas,37.40067,28.53282,46.34033,
Saint Lucia,Region of the Americas,37.32655,28.48999,46.27063,
Saint Lucia,Region of the Americas,37.50403,28.59262,46.43751,
Saint Vincent and the Grenadines,Region of the Americas,45.01923,36.05076,53.5883,
Saint Vincent and the Grenadines,Region of the Americas,49.24915,39.97997,57.8759,
Saint Vincent and the Grenadines,Region of the Americas,40.37458,31.88306,48.709,
Samoa,Western Pacific Region,58.83117,44.98989,69.71424,
Samoa,Western Pacific Region,65.35232,52.61037,74.97263,
Samoa,Western Pacific Region,52.33175,37.73675,64.27696,
Sao Tome and Principe,African Region,56.82075,40.42109,69.87719,
Sao Tome and Principe,African Region,62.27153,46.15856,74.42757,
Sao Tome and Principe,African Region,52.1285,35.77803,65.74138,
Saudi Arabia,Eastern Mediterranean Region,64.77655,52.70422,74.1005,
Saudi Arabia,Eastern Mediterranean Region,70.36084,59.29893,78.52485,
Saudi Arabia,Eastern Mediterranean Region,56.09115,43.00971,66.95247,
Senegal,African Region,61.08068,43.47712,74.47372,
Senegal,African Region,63.14073,44.75959,76.49578,
Senegal,African Region,59.32828,42.44705,72.6605,
Serbia,European Region,30.39222,22.55275,38.65612,
Serbia,European Region,38.73517,29.69008,47.66594,
Serbia,European Region,22.12627,15.89822,29.14846,
Seychelles,African Region,48.09741,36.88163,58.29744,
Seychelles,African Region,59.42996,48.09898,68.81998,
Seychelles,African Region,34.98905,25.21426,44.86681,
Sierra Leone,African Region,68.18495,49.25038,80.74641,
Sierra Leone,African Region,71.32519,52.46591,83.09135,
Sierra Leone,African Region,65.555,46.73836,78.68551,
Singapore,Western Pacific Region,46.36724,38.84968,53.6514,
Singapore,Western Pacific Region,53.71502,46.25106,60.56975,
Singapore,Western Pacific Region,36.49249,29.31629,44.03332,
Slovakia,European Region,33.44451,24.25112,42.87234,
Slovakia,European Region,43.43075,32.94101,53.31258,
Slovakia,European Region,23.21267,16.03854,31.27148,
Slovenia,European Region,24.37222,17.18261,32.52397,
Slovenia,European Region,33.80441,24.95471,43.05413,
Slovenia,European Region,15.46387,10.31329,21.83442,
Solomon Islands,Western Pacific Region,64.28007,51.16406,74.27489,
Solomon Islands,Western Pacific Region,67.27898,54.89484,76.55906,
Solomon Islands,Western Pacific Region,60.33883,46.35289,71.23584,
Somalia,Eastern Mediterranean Region,68.48241,49.43324,81.40675,
Somalia,Eastern Mediterranean Region,71.21328,53.20798,82.88943,
Somalia,Eastern Mediterranean Region,64.94477,44.68647,79.51881,
South Africa,African Region,62.92356,54.60896,69.88285,
South Africa,African Region,69.16442,62.43222,74.85753,
South Africa,African Region,56.77129,46.82188,65.01536,
South Sudan,African Region,56.30705,35.67291,72.71478,
South Sudan,African Region,58.50611,38.01825,74.16216,
South Sudan,African Region,53.98959,33.27326,71.18044,
Spain,European Region,18.48816,14.5419,22.95663,
Spain,European Region,24.12142,19.44339,29.21393,
Spain,European Region,12.78703,9.70426,16.45375,
Sri Lanka,South-East Asian Region,34.32368,23.02549,45.87794,
Sri Lanka,South-East Asian Region,40.41014,27.88386,52.43713,
Sri Lanka,South-East Asian Region,27.24897,17.74987,37.69773,
Sudan,Eastern Mediterranean Region,54.61388,37.65401,68.49937,
Sudan,Eastern Mediterranean Region,56.80434,39.28805,70.63636,
Sudan,Eastern Mediterranean Region,52.42828,36.09574,66.27576,
Suriname,Region of the Americas,46.56523,34.9277,57.18255,
Suriname,Region of the Americas,51.85398,40.06125,62.18089,
Suriname,Region of the Americas,40.48969,29.30002,51.18669,
Sweden,European Region,15.89628,12.92035,19.23127,
Sweden,European Region,19.22568,15.87278,22.97734,
Sweden,European Region,12.73255,10.14682,15.62181,
Switzerland,European Region,17.79187,13.68082,22.49836,
Switzerland,European Region,22.6438,17.75444,28.10512,
Switzerland,European Region,13.28543,9.98682,17.14461,
Syrian Arab Republic,Eastern Mediterranean Region,48.07606,36.6245,58.94364,
Syrian Arab Republic,Eastern Mediterranean Region,56.28624,44.71681,66.4734,
Syrian Arab Republic,Eastern Mediterranean Region,40.17485,29.35255,51.24348,
Tajikistan,European Region,54.91991,43.21193,64.91578,
Tajikistan,European Region,56.41656,44.50983,66.34542,
Tajikistan,European Region,53.19909,41.75318,63.24396,
Thailand,South-East Asian Region,42.05793,29.22919,54.04591,
Thailand,South-East Asian Region,49.4407,35.48339,61.40171,
Thailand,South-East Asian Region,33.90641,22.91795,45.23003,
Timor-Leste,South-East Asian Region,48.68435,29.8517,62.98638,
Timor-Leste,South-East Asian Region,53.02535,32.29847,67.59711,
Timor-Leste,South-East Asian Region,44.20705,27.57886,57.76796,
Togo,African Region,69.81692,53.54987,81.03129,
Togo,African Region,71.8617,55.69253,82.53397,
Togo,African Region,67.28044,51.02326,79.11442,
Tonga,Western Pacific Region,49.0415,35.67435,61.03229,
Tonga,Western Pacific Region,50.21755,36.8551,62.05326,
Tonga,Western Pacific Region,47.44822,34.0927,59.63864,
Trinidad and Tobago,Region of the Americas,45.44647,34.11479,56.03136,
Trinidad and Tobago,Region of the Americas,47.50561,35.97854,57.99557,
Trinidad and Tobago,Region of the Americas,42.83477,31.80247,53.4987,
Tunisia,Eastern Mediterranean Region,38.0595,26.0481,49.95237,
Tunisia,Eastern Mediterranean Region,43.01633,30.2401,55.01933,
Tunisia,Eastern Mediterranean Region,32.627,21.6858,44.11711,
Türkiye,European Region,36.32075,27.11291,45.57896,
Türkiye,European Region,45.3636,35.48375,54.63409,
Türkiye,European Region,27.28814,19.24911,35.98933,
Turkmenistan,European Region,62.73652,52.59457,71.09901,
Turkmenistan,European Region,69.55144,60.09654,76.87531,
Turkmenistan,European Region,55.14199,44.73536,64.36609,
Uganda,African Region,69.57052,52.75225,80.81165,
Uganda,African Region,74.74741,59.31713,84.37329,
Uganda,African Region,63.84789,46.02733,76.71353,
Ukraine,European Region,36.47824,29.25526,44.12349,
Ukraine,European Region,51.36533,43.34381,58.9801,
Ukraine,European Region,23.10217,17.61328,29.643,
United Arab Emirates,Eastern Mediterranean Region,78.82212,64.41693,87.15692,
United Arab Emirates,Eastern Mediterranean Region,79.90993,65.75297,87.95398,
United Arab Emirates,Eastern Mediterranean Region,75.43397,60.49093,84.55358,
United Kingdom of Great Britain and Northern Ireland,European Region,20.68043,18.4579,23.02484,
United Kingdom of Great Britain and Northern Ireland,European Region,24.32903,22.00743,26.81895,
United Kingdom of Great Britain and Northern Ireland,European Region,17.0889,14.98175,19.26433,
United Republic of Tanzania,African Region,63.27812,45.39,76.75539,
United Republic of Tanzania,African Region,68.36574,50.57249,80.80975,
United Republic of Tanzania,African Region,58.38558,40.85675,72.50961,
United States of America,Region of the Americas,31.70952,28.49504,35.02328,
United States of America,Region of the Americas,37.43821,34.07657,40.98614,
United States of America,Region of the Americas,25.97058,22.97386,28.94507,
Uruguay,Region of the Americas,26.72737,21.3148,32.50022,
Uruguay,Region of the Americas,33.00004,26.97656,39.25955,
Uruguay,Region of the Americas,20.77855,16.09714,25.88503,
Uzbekistan,European Region,56.48094,48.40487,63.67262,
Uzbekistan,European Region,61.81962,54.08541,68.46347,
Uzbekistan,European Region,50.63708,42.36806,58.31059,
Vanuatu,Western Pacific Region,67.64171,52.99667,77.96301,
Vanuatu,Western Pacific Region,69.82431,56.45943,79.34804,
Vanuatu,Western Pacific Region,64.41493,47.79124,75.9401,
Venezuela (Bolivarian Republic of),Region of the Americas,43.00078,32.25994,53.29199,
Venezuela (Bolivarian Republic of),Region of the Americas,45.99442,34.99375,56.18252,
Venezuela (Bolivarian Republic of),Region of the Americas,39.81576,29.42644,50.15263,
Viet Nam,Western Pacific Region,41.50558,28.70461,53.40053,
Viet Nam,Western Pacific Region,52.22321,38.31017,63.73467,
Viet Nam,Western Pacific Region,28.98047,18.75965,39.94688,
Yemen,Eastern Mediterranean Region,61.77289,45.95793,73.94202,
Yemen,Eastern Mediterranean Region,64.80247,49.35314,76.3555,
Yemen,Eastern Mediterranean Region,58.62089,42.5496,71.35437,
Zambia,African Region,69.25386,53.55152,80.02153,
Zambia,African Region,76.27299,62.44329,84.96557,
Zambia,African Region,61.03627,44.11952,73.90334,
Zimbabwe,African Region,62.06367,45.41264,74.41469,
Zimbabwe,African Region,69.37102,53.83376,80.08617,
Zimbabwe,African Region,56.25971,39.24937,69.59917,
,African Region,587.1450007,no data,no data,
,African Region,648.2849328,no data,no data,
,African Region,536.7916666,no data,no data,
,Eastern Mediterranean Region,649.7101342,no data,no data,
,Eastern Mediterranean Region,697.9794122,no data,no data,
,Eastern Mediterranean Region,601.7801984,no data,no data,
,European Region,427.1472442,no data,no data,
,European Region,540.8324903,no data,no data,
,European Region,336.5748579,no data,no data,
,Global,478.7615344,no data,no data,
,Global,576.2512298,no data,no data,
,Global,397.049631,no data,no data,
,Region of the Americas,410.8346017,no data,no data,
,Region of the Americas,481.8997392,no data,no data,
,Region of the Americas,351.0562914,no data,no data,
,South-East Asian Region,554.6050654,no data,no data,
,South-East Asian Region,628.3448401,no data,no data,
,South-East Asian Region,486.4934239,no data,no data,
,Western Pacific Region,443.7806249,no data,no data,
,Western Pacific Region,574.1033957,no data,no data,
,Western Pacific Region,336.981266,no data,no data,
Afghanistan,Eastern Mediterranean Region,881.2331,no data,no data,
Afghanistan,Eastern Mediterranean Region,847.7312,no data,no data,
Afghanistan,Eastern Mediterranean Region,909.6638,no data,no data,
Albania,European Region,601.9095,no data,no data,
Albania,European Region,610.2379,no data,no data,
Albania,European Region,581.1304,no data,no data,
Algeria,African Region,445.7562,no data,no data,
Algeria,African Region,477.0114,no data,no data,
Algeria,African Region,415.7852,no data,no data,
Angola,African Region,621.1981,no data,no data,
Angola,African Region,723.3318,no data,no data,
Angola,African Region,535.7358,no data,no data,
Antigua and Barbuda,Region of the Americas,501.1122,no data,no data,
Antigua and Barbuda,Region of the Americas,547.9863,no data,no data,
Antigua and Barbuda,Region of the Americas,461.7525,no data,no data,
Argentina,Region of the Americas,435.1655,no data,no data,
Argentina,Region of the Americas,557.1785,no data,no data,
Argentina,Region of the Americas,347.0537,no data,no data,
Armenia,European Region,525.8599,no data,no data,
Armenia,European Region,678.8559,no data,no data,
Armenia,European Region,416.4544,no data,no data,
Australia,Western Pacific Region,278.5359,no data,no data,
Australia,Western Pacific Region,328.4216,no data,no data,
Australia,Western Pacific Region,233.4525,no data,no data,
Austria,European Region,329.3742,no data,no data,
Austria,European Region,400.8965,no data,no data,
Austria,European Region,269.8305,no data,no data,
Azerbaijan,European Region,839.4475,no data,no data,
Azerbaijan,European Region,981.5652,no data,no data,
Azerbaijan,European Region,722.2794,no data,no data,
Bahamas,Region of the Americas,532.2753,no data,no data,
Bahamas,Region of the Americas,632.4984,no data,no data,
Bahamas,Region of the Americas,452.324,no data,no data,
Bahrain,Eastern Mediterranean Region,644.3488,no data,no data,
Bahrain,Eastern Mediterranean Region,665.8121,no data,no data,
Bahrain,Eastern Mediterranean Region,612.2897,no data,no data,
Bangladesh,South-East Asian Region,473.6921,no data,no data,
Bangladesh,South-East Asian Region,513.6697,no data,no data,
Bangladesh,South-East Asian Region,432.6628,no data,no data,
Barbados,Region of the Americas,475.9205,no data,no data,
Barbados,Region of the Americas,532.1451,no data,no data,
Barbados,Region of the Americas,429.9431,no data,no data,
Belarus,European Region,607.9959,no data,no data,
Belarus,European Region,896.8897,no data,no data,
Belarus,European Region,429.6585,no data,no data,
Belgium,European Region,319.4782,no data,no data,
Belgium,European Region,390.1308,no data,no data,
Belgium,European Region,260.7817,no data,no data,
Belize,Region of the Americas,451.3149,no data,no data,
Belize,Region of the Americas,505.9318,no data,no data,
Belize,Region of the Americas,396.1868,no data,no data,
Benin,African Region,634.4233,no data,no data,
Benin,African Region,715.7779,no data,no data,
Benin,African Region,569.7875,no data,no data,
Bhutan,South-East Asian Region,545.5936,no data,no data,
Bhutan,South-East Asian Region,572.8796,no data,no data,
Bhutan,South-East Asian Region,513.368,no data,no data,
Bolivia (Plurinational State of),Region of the Americas,583.2935,no data,no data,
Bolivia (Plurinational State of),Region of the Americas,597.5591,no data,no data,
Bolivia (Plurinational State of),Region of the Americas,571.4936,no data,no data,
Bosnia and Herzegovina,European Region,550.9266,no data,no data,
Bosnia and Herzegovina,European Region,654.213,no data,no data,
Bosnia and Herzegovina,European Region,466.3046,no data,no data,
Botswana,African Region,728.2663,no data,no data,
Botswana,African Region,881.9958,no data,no data,
Botswana,African Region,621.6529,no data,no data,
Brazil,Region of the Americas,424.4876,no data,no data,
Brazil,Region of the Americas,519.3,no data,no data,
Brazil,Region of the Americas,350.1639,no data,no data,
Brunei Darussalam,Western Pacific Region,629.4689,no data,no data,
Brunei Darussalam,Western Pacific Region,645.4334,no data,no data,
Brunei Darussalam,Western Pacific Region,612.4834,no data,no data,
Bulgaria,European Region,616.4898,no data,no data,
Bulgaria,European Region,797.7548,no data,no data,
Bulgaria,European Region,473.164,no data,no data,
Burkina Faso,African Region,647.7739,no data,no data,
Burkina Faso,African Region,761.4958,no data,no data,
Burkina Faso,African Region,566.3027,no data,no data,
Burundi,African Region,651.5939,no data,no data,
Burundi,African Region,728.9652,no data,no data,
Burundi,African Region,588.6562,no data,no data,
Cabo Verde,African Region,512.8106,no data,no data,
Cabo Verde,African Region,678.3277,no data,no data,
Cabo Verde,African Region,405.7773,no data,no data,
Cambodia,Western Pacific Region,652.4399,no data,no data,
Cambodia,Western Pacific Region,791.8194,no data,no data,
Cambodia,Western Pacific Region,555.436,no data,no data,
Cameroon,African Region,660.5367,no data,no data,
Cameroon,African Region,736.1352,no data,no data,
Cameroon,African Region,598.3562,no data,no data,
Canada,Region of the Americas,301.3001,no data,no data,
Canada,Region of the Americas,354.6303,no data,no data,
Canada,Region of the Americas,254.4613,no data,no data,
Central African Republic,African Region,911.1475,no data,no data,
Central African Republic,African Region,1064.255,no data,no data,
Central African Republic,African Region,791.8362,no data,no data,
Chad,African Region,626.21,no data,no data,
Chad,African Region,671.1192,no data,no data,
Chad,African Region,586.9343,no data,no data,
Chile,Region of the Americas,328.526,no data,no data,
Chile,Region of the Americas,403.3576,no data,no data,
Chile,Region of the Americas,270.8528,no data,no data,
China,Western Pacific Region,491.525,no data,no data,
China,Western Pacific Region,635.5527,no data,no data,
China,Western Pacific Region,372.7093,no data,no data,
Colombia,Region of the Americas,326.0131,no data,no data,
Colombia,Region of the Americas,369.4976,no data,no data,
Colombia,Region of the Americas,292.0885,no data,no data,
Comoros,African Region,577.9128,no data,no data,
Comoros,African Region,604.16,no data,no data,
Comoros,African Region,554.897,no data,no data,
Congo,African Region,642.8678,no data,no data,
Congo,African Region,663.8326,no data,no data,
Congo,African Region,623.5365,no data,no data,
Costa Rica,Region of the Americas,309.2164,no data,no data,
Costa Rica,Region of the Americas,362.4313,no data,no data,
Costa Rica,Region of the Americas,262.7989,no data,no data,
Côte d'Ivoire,African Region,618.1413,no data,no data,
Côte d'Ivoire,African Region,703.0725,no data,no data,
Côte d'Ivoire,African Region,527.4809,no data,no data,
Croatia,European Region,443.7244,no data,no data,
Croatia,European Region,581.3058,no data,no data,
Croatia,European Region,342.3239,no data,no data,
Cuba,Region of the Americas,431.2169,no data,no data,
Cuba,Region of the Americas,519.7889,no data,no data,
Cuba,Region of the Americas,353.8465,no data,no data,
Cyprus,European Region,284.164,no data,no data,
Cyprus,European Region,349.0188,no data,no data,
Cyprus,European Region,229.2958,no data,no data,
Czechia,European Region,416.7531,no data,no data,
Czechia,European Region,529.0163,no data,no data,
Czechia,European Region,327.1101,no data,no data,
Democratic People's Republic of Korea,South-East Asian Region,597.0314,no data,no data,
Democratic People's Republic of Korea,South-East Asian Region,764.5534,no data,no data,
Democratic People's Republic of Korea,South-East Asian Region,494.4928,no data,no data,
