Country Name,Region,Numeric,Lower Confidence Limit,Upper Confidence Limit,Unnamed: 11
Democratic Republic of the Congo,African Region,652.8546,no data,no data,
Democratic Republic of the Congo,African Region,731.4922,no data,no data,
Democratic Republic of the Congo,African Region,583.4764,no data,no data,
Denmark,European Region,342.9413,no data,no data,
Denmark,European Region,402.9033,no data,no data,
Denmark,European Region,291.9355,no data,no data,
Djibouti,Eastern Mediterranean Region,610.9456,no data,no data,
Djibouti,Eastern Mediterranean Region,663.1264,no data,no data,
Djibouti,Eastern Mediterranean Region,560.4148,no data,no data,
Dominican Republic,Region of the Americas,506.4565,no data,no data,
Dominican Republic,Region of the Americas,578.9986,no data,no data,
Dominican Republic,Region of the Americas,440.4556,no data,no data,
Ecuador,Region of the Americas,364.6559,no data,no data,
Ecuador,Region of the Americas,410.7808,no data,no data,
Ecuador,Region of the Americas,325.9237,no data,no data,
Egypt,Eastern Mediterranean Region,733.7957,no data,no data,
Egypt,Eastern Mediterranean Region,857.455,no data,no data,
Egypt,Eastern Mediterranean Region,626.987,no data,no data,
El Salvador,Region of the Americas,392.6714,no data,no data,
El Salvador,Region of the Americas,503.7063,no data,no data,
El Salvador,Region of the Americas,311.7031,no data,no data,
Equatorial Guinea,African Region,637.1172,no data,no data,
Equatorial Guinea,African Region,651.0266,no data,no data,
Equatorial Guinea,African Region,640.158,no data,no data,
Eritrea,African Region,713.5643,no data,no data,
Eritrea,African Region,789.7568,no data,no data,
Eritrea,African Region,644.7965,no data,no data,
Estonia,European Region,426.4981,no data,no data,
Estonia,European Region,601.4661,no data,no data,
Estonia,European Region,309.734,no data,no data,
Eswatini,African Region,917.1078,no data,no data,
Eswatini,African Region,1245.313,no data,no data,
Eswatini,African Region,660.9918,no data,no data,
Ethiopia,African Region,511.2583,no data,no data,
Ethiopia,African Region,546.6209,no data,no data,
Ethiopia,African Region,480.4034,no data,no data,
Fiji,Western Pacific Region,923.4328,no data,no data,
Fiji,Western Pacific Region,1084.921,no data,no data,
Fiji,Western Pacific Region,788.8781,no data,no data,
Finland,European Region,334.3098,no data,no data,
Finland,European Region,415.2964,no data,no data,
Finland,European Region,266.5828,no data,no data,
France,European Region,290.0675,no data,no data,
France,European Region,372.8028,no data,no data,
France,European Region,222.0349,no data,no data,
Gabon,African Region,613.2721,no data,no data,
Gabon,African Region,744.2308,no data,no data,
Gabon,African Region,501.6968,no data,no data,
Gambia,African Region,595.4962,no data,no data,
Gambia,African Region,639.2014,no data,no data,
Gambia,African Region,553.6524,no data,no data,
Georgia,European Region,695.3605,no data,no data,
Georgia,European Region,951.9035,no data,no data,
Georgia,European Region,511.8615,no data,no data,
Germany,European Region,329.293,no data,no data,
Germany,European Region,433.1155,no data,no data,
Germany,European Region,248.3427,no data,no data,
Ghana,African Region,618.2837,no data,no data,
Ghana,African Region,694.1458,no data,no data,
Ghana,African Region,551.0588,no data,no data,
Greece,European Region,329.0385,no data,no data,
Greece,European Region,414.9299,no data,no data,
Greece,European Region,254.1115,no data,no data,
Grenada,Region of the Americas,617.9438,no data,no data,
Grenada,Region of the Americas,730.844,no data,no data,
Grenada,Region of the Americas,522.8364,no data,no data,
Guatemala,Region of the Americas,496.5364,no data,no data,
Guatemala,Region of the Americas,558.6871,no data,no data,
Guatemala,Region of the Americas,444.7312,no data,no data,
Guinea,African Region,660.1686,no data,no data,
Guinea,African Region,703.9932,no data,no data,
Guinea,African Region,632.0603,no data,no data,
Guinea-Bissau,African Region,672.0589,no data,no data,
Guinea-Bissau,African Region,769.6534,no data,no data,
Guinea-Bissau,African Region,604.759,no data,no data,
Guyana,Region of the Americas,800.5491,no data,no data,
Guyana,Region of the Americas,895.7816,no data,no data,
Guyana,Region of the Americas,709.6784,no data,no data,
Haiti,Region of the Americas,837.3337,no data,no data,
Haiti,Region of the Americas,827.4023,no data,no data,
Haiti,Region of the Americas,847.4322,no data,no data,
Honduras,Region of the Americas,613.4653,no data,no data,
Honduras,Region of the Americas,613.6968,no data,no data,
Honduras,Region of the Americas,615.0653,no data,no data,
Hungary,European Region,554.4997,no data,no data,
Hungary,European Region,724.2811,no data,no data,
Hungary,European Region,431.0931,no data,no data,
Iceland,European Region,304.9298,no data,no data,
Iceland,European Region,348.6048,no data,no data,
Iceland,European Region,265.0987,no data,no data,
India,South-East Asian Region,558.4635,no data,no data,
India,South-East Asian Region,629.5569,no data,no data,
India,South-East Asian Region,490.5261,no data,no data,
Indonesia,South-East Asian Region,660.7458,no data,no data,
Indonesia,South-East Asian Region,749.6838,no data,no data,
Indonesia,South-East Asian Region,583.3917,no data,no data,
Iran (Islamic Republic of),Eastern Mediterranean Region,445.6564,no data,no data,
Iran (Islamic Republic of),Eastern Mediterranean Region,484.3619,no data,no data,
Iran (Islamic Republic of),Eastern Mediterranean Region,407.3469,no data,no data,
Iraq,Eastern Mediterranean Region,610.7923,no data,no data,
Iraq,Eastern Mediterranean Region,708.3627,no data,no data,
Iraq,Eastern Mediterranean Region,532.0887,no data,no data,
Ireland,European Region,326.8401,no data,no data,
Ireland,European Region,379.4581,no data,no data,
Ireland,European Region,280.5502,no data,no data,
Israel,European Region,285.2773,no data,no data,
Israel,European Region,337.2221,no data,no data,
Israel,European Region,241.0281,no data,no data,
Italy,European Region,289.0596,no data,no data,
Italy,European Region,356.1334,no data,no data,
Italy,European Region,235.6269,no data,no data,
Jamaica,Region of the Americas,454.3693,no data,no data,
Jamaica,Region of the Americas,476.8247,no data,no data,
Jamaica,Region of the Americas,433.8526,no data,no data,
Japan,Western Pacific Region,235.3629,no data,no data,
Japan,Western Pacific Region,310.7195,no data,no data,
Japan,Western Pacific Region,174.3276,no data,no data,
Jordan,Eastern Mediterranean Region,441.2215,no data,no data,
Jordan,Eastern Mediterranean Region,455.0681,no data,no data,
Jordan,Eastern Mediterranean Region,425.4513,no data,no data,
Kazakhstan,European Region,620.8768,no data,no data,
Kazakhstan,European Region,803.8062,no data,no data,
Kazakhstan,European Region,494.6154,no data,no data,
Kenya,African Region,587.0545,no data,no data,
Kenya,African Region,663.4252,no data,no data,
Kenya,African Region,530.2897,no data,no data,
Kiribati,Western Pacific Region,1281.429,no data,no data,
Kiribati,Western Pacific Region,1530.617,no data,no data,
Kiribati,Western Pacific Region,1094.754,no data,no data,
Kuwait,Eastern Mediterranean Region,324.4085,no data,no data,
Kuwait,Eastern Mediterranean Region,369.5099,no data,no data,
Kuwait,Eastern Mediterranean Region,253.1029,no data,no data,
Kyrgyzstan,European Region,588.149,no data,no data,
Kyrgyzstan,European Region,754.8007,no data,no data,
Kyrgyzstan,European Region,476.3015,no data,no data,
Lao People's Democratic Republic,Western Pacific Region,699.9042,no data,no data,
Lao People's Democratic Republic,Western Pacific Region,805.398,no data,no data,
Lao People's Democratic Republic,Western Pacific Region,610.1246,no data,no data,
Latvia,European Region,558.6684,no data,no data,
Latvia,European Region,790.6667,no data,no data,
Latvia,European Region,408.5913,no data,no data,
Lebanon,Eastern Mediterranean Region,526.887,no data,no data,
Lebanon,Eastern Mediterranean Region,635.1251,no data,no data,
Lebanon,Eastern Mediterranean Region,426.9993,no data,no data,
Lesotho,African Region,1137.235,no data,no data,
Lesotho,African Region,1339.813,no data,no data,
Lesotho,African Region,999.6214,no data,no data,
Liberia,African Region,506.4478,no data,no data,
Liberia,African Region,484.3436,no data,no data,
Liberia,African Region,525.0884,no data,no data,
Libya,Eastern Mediterranean Region,478.9978,no data,no data,
Libya,Eastern Mediterranean Region,513.9423,no data,no data,
Libya,Eastern Mediterranean Region,449.4178,no data,no data,
Lithuania,European Region,525.0189,no data,no data,
Lithuania,European Region,744.0026,no data,no data,
Lithuania,European Region,381.6987,no data,no data,
Luxembourg,European Region,303.1368,no data,no data,
Luxembourg,European Region,360.453,no data,no data,
Luxembourg,European Region,253.1759,no data,no data,
Madagascar,African Region,665.2159,no data,no data,
Madagascar,African Region,690.7753,no data,no data,
Madagascar,African Region,643.2217,no data,no data,
Malawi,African Region,589.8055,no data,no data,
Malawi,African Region,712.4332,no data,no data,
Malawi,African Region,501.0856,no data,no data,
Malaysia,Western Pacific Region,501.1372,no data,no data,
Malaysia,Western Pacific Region,558.1262,no data,no data,
Malaysia,Western Pacific Region,444.2057,no data,no data,
Maldives,South-East Asian Region,401.9516,no data,no data,
Maldives,South-East Asian Region,440.2791,no data,no data,
Maldives,South-East Asian Region,358.86,no data,no data,
Mali,African Region,611.4051,no data,no data,
Mali,African Region,604.0909,no data,no data,
Mali,African Region,617.699,no data,no data,
Malta,European Region,314.681,no data,no data,
Malta,European Region,377.5741,no data,no data,
Malta,European Region,262.4,no data,no data,
Mauritania,African Region,476.2182,no data,no data,
Mauritania,African Region,444.6688,no data,no data,
Mauritania,African Region,500.0702,no data,no data,
Mauritius,African Region,581.4777,no data,no data,
Mauritius,African Region,718.0318,no data,no data,
Mauritius,African Region,468.6872,no data,no data,
Mexico,Region of the Americas,464.8334,no data,no data,
Mexico,Region of the Americas,542.4791,no data,no data,
Mexico,Region of the Americas,399.3739,no data,no data,
Micronesia (Federated States of),Western Pacific Region,1171.389,no data,no data,
Micronesia (Federated States of),Western Pacific Region,1326.997,no data,no data,
Micronesia (Federated States of),Western Pacific Region,1027.138,no data,no data,
Mongolia,Western Pacific Region,939.1735,no data,no data,
Mongolia,Western Pacific Region,1230.574,no data,no data,
Mongolia,Western Pacific Region,721.3273,no data,no data,
Montenegro,European Region,603.134,no data,no data,
Montenegro,European Region,746.8741,no data,no data,
Montenegro,European Region,488.8108,no data,no data,
Morocco,Eastern Mediterranean Region,643.9508,no data,no data,
Morocco,Eastern Mediterranean Region,695.4525,no data,no data,
Morocco,Eastern Mediterranean Region,599.8763,no data,no data,
Mozambique,African Region,778.6395,no data,no data,
Mozambique,African Region,990.7798,no data,no data,
Mozambique,African Region,634.0209,no data,no data,
Myanmar,South-East Asian Region,673.704,no data,no data,
Myanmar,South-East Asian Region,822.3564,no data,no data,
Myanmar,South-East Asian Region,565.6211,no data,no data,
Namibia,African Region,627.8507,no data,no data,
Namibia,African Region,807.5314,no data,no data,
Namibia,African Region,509.5385,no data,no data,
Nepal,South-East Asian Region,602.6794,no data,no data,
Nepal,South-East Asian Region,673.5441,no data,no data,
Nepal,South-East Asian Region,543.5753,no data,no data,
Netherlands (Kingdom of the),European Region,319.9304,no data,no data,
Netherlands (Kingdom of the),European Region,367.1537,no data,no data,
Netherlands (Kingdom of the),European Region,279.6524,no data,no data,
New Zealand,Western Pacific Region,308.857,no data,no data,
New Zealand,Western Pacific Region,354.2965,no data,no data,
New Zealand,Western Pacific Region,269.262,no data,no data,
Nicaragua,Region of the Americas,546.8134,no data,no data,
Nicaragua,Region of the Americas,674.6503,no data,no data,
Nicaragua,Region of the Americas,449.1676,no data,no data,
Niger,African Region,599.6858,no data,no data,
Niger,African Region,625.398,no data,no data,
Niger,African Region,575.7934,no data,no data,
Nigeria,African Region,530.1731,no data,no data,
Nigeria,African Region,549.8797,no data,no data,
Nigeria,African Region,512.2692,no data,no data,
North Macedonia,European Region,733.6896,no data,no data,
North Macedonia,European Region,856.7304,no data,no data,
North Macedonia,European Region,629.7965,no data,no data,
Norway,European Region,291.3124,no data,no data,
Norway,European Region,338.5509,no data,no data,
Norway,European Region,250.6409,no data,no data,
Oman,Eastern Mediterranean Region,683.6013,no data,no data,
Oman,Eastern Mediterranean Region,738.3082,no data,no data,
Oman,Eastern Mediterranean Region,625.8045,no data,no data,
Pakistan,Eastern Mediterranean Region,753.4131,no data,no data,
Pakistan,Eastern Mediterranean Region,789.1426,no data,no data,
Pakistan,Eastern Mediterranean Region,716.2377,no data,no data,
Panama,Region of the Americas,333.7239,no data,no data,
Panama,Region of the Americas,392.8928,no data,no data,
Panama,Region of the Americas,281.2629,no data,no data,
Papua New Guinea,Western Pacific Region,837.5351,no data,no data,
Papua New Guinea,Western Pacific Region,958.7365,no data,no data,
Papua New Guinea,Western Pacific Region,727.048,no data,no data,
Paraguay,Region of the Americas,447.0505,no data,no data,
Paraguay,Region of the Americas,529.3201,no data,no data,
Paraguay,Region of the Americas,369.9363,no data,no data,
Peru,Region of the Americas,302.7007,no data,no data,
Peru,Region of the Americas,326.7234,no data,no data,
Peru,Region of the Americas,281.6867,no data,no data,
Philippines,Western Pacific Region,713.631,no data,no data,
Philippines,Western Pacific Region,900.6956,no data,no data,
Philippines,Western Pacific Region,581.6903,no data,no data,
Poland,European Region,441.6346,no data,no data,
Poland,European Region,589.7883,no data,no data,
Poland,European Region,327.956,no data,no data,
Portugal,European Region,317.5592,no data,no data,
Portugal,European Region,417.217,no data,no data,
Portugal,European Region,240.1596,no data,no data,
Qatar,Eastern Mediterranean Region,650.1274,no data,no data,
Qatar,Eastern Mediterranean Region,530.8186,no data,no data,
Qatar,Eastern Mediterranean Region,779.3495,no data,no data,
Republic of Korea,Western Pacific Region,237.0526,no data,no data,
Republic of Korea,Western Pacific Region,316.5493,no data,no data,
Republic of Korea,Western Pacific Region,174.64,no data,no data,
Republic of Moldova,European Region,637.9902,no data,no data,
Republic of Moldova,European Region,815.5556,no data,no data,
Republic of Moldova,European Region,507.5413,no data,no data,
Romania,European Region,555.2721,no data,no data,
Romania,European Region,720.4903,no data,no data,
Romania,European Region,424.3268,no data,no data,
Russian Federation,European Region,619.5153,no data,no data,
Russian Federation,European Region,854.1951,no data,no data,
Russian Federation,European Region,462.3888,no data,no data,
Rwanda,African Region,579.0164,no data,no data,
Rwanda,African Region,652.2279,no data,no data,
Rwanda,African Region,522.9113,no data,no data,
Saint Lucia,Region of the Americas,515.6624,no data,no data,
Saint Lucia,Region of the Americas,618.0968,no data,no data,
Saint Lucia,Region of the Americas,419.2825,no data,no data,
Saint Vincent and the Grenadines,Region of the Americas,537.206,no data,no data,
Saint Vincent and the Grenadines,Region of the Americas,574.2183,no data,no data,
Saint Vincent and the Grenadines,Region of the Americas,498.7765,no data,no data,
Samoa,Western Pacific Region,765.6935,no data,no data,
Samoa,Western Pacific Region,817.0657,no data,no data,
Samoa,Western Pacific Region,718.5348,no data,no data,
Sao Tome and Principe,African Region,613.2271,no data,no data,
Sao Tome and Principe,African Region,645.3683,no data,no data,
Sao Tome and Principe,African Region,587.082,no data,no data,
Saudi Arabia,Eastern Mediterranean Region,558.053,no data,no data,
Saudi Arabia,Eastern Mediterranean Region,585.7655,no data,no data,
Saudi Arabia,Eastern Mediterranean Region,520.5151,no data,no data,
Senegal,African Region,551.3592,no data,no data,
Senegal,African Region,581.4546,no data,no data,
Senegal,African Region,529.4945,no data,no data,
Serbia,European Region,600.8104,no data,no data,
Serbia,European Region,716.4739,no data,no data,
Serbia,European Region,503.139,no data,no data,
Seychelles,African Region,569.9074,no data,no data,
Seychelles,African Region,704.4362,no data,no data,
Seychelles,African Region,452.8005,no data,no data,
Sierra Leone,African Region,636.3089,no data,no data,
Sierra Leone,African Region,631.8021,no data,no data,
Sierra Leone,African Region,640.9517,no data,no data,
Singapore,Western Pacific Region,234.8398,no data,no data,
Singapore,Western Pacific Region,288.2058,no data,no data,
Singapore,Western Pacific Region,185.5783,no data,no data,
Slovakia,European Region,441.7813,no data,no data,
Slovakia,European Region,582.4307,no data,no data,
Slovakia,European Region,340.8918,no data,no data,
Slovenia,European Region,339.7941,no data,no data,
Slovenia,European Region,432.8926,no data,no data,
Slovenia,European Region,260.949,no data,no data,
Solomon Islands,Western Pacific Region,909.0733,no data,no data,
Solomon Islands,Western Pacific Region,1036.183,no data,no data,
Solomon Islands,Western Pacific Region,785.3695,no data,no data,
Somalia,Eastern Mediterranean Region,769.1506,no data,no data,
Somalia,Eastern Mediterranean Region,888.4948,no data,no data,
Somalia,Eastern Mediterranean Region,657.5855,no data,no data,
South Africa,African Region,618.3997,no data,no data,
South Africa,African Region,725.5957,no data,no data,
South Africa,African Region,543.1254,no data,no data,
South Sudan,African Region,481.0701,no data,no data,
South Sudan,African Region,524.0251,no data,no data,
South Sudan,African Region,443.9141,no data,no data,
Spain,European Region,282.0769,no data,no data,
Spain,European Region,363.8808,no data,no data,
Spain,European Region,214.6725,no data,no data,
Sri Lanka,South-East Asian Region,466.6501,no data,no data,
Sri Lanka,South-East Asian Region,588.2463,no data,no data,
Sri Lanka,South-East Asian Region,374.1066,no data,no data,
Sudan,Eastern Mediterranean Region,625.6681,no data,no data,
Sudan,Eastern Mediterranean Region,662.8645,no data,no data,
Sudan,Eastern Mediterranean Region,593.1519,no data,no data,
Suriname,Region of the Americas,665.3646,no data,no data,
Suriname,Region of the Americas,821.593,no data,no data,
Suriname,Region of the Americas,546.6981,no data,no data,
Sweden,European Region,300.5463,no data,no data,
Sweden,European Region,348.1079,no data,no data,
Sweden,European Region,259.4274,no data,no data,
Switzerland,European Region,269.5769,no data,no data,
Switzerland,European Region,319.0031,no data,no data,
Switzerland,European Region,227.3532,no data,no data,
Syrian Arab Republic,Eastern Mediterranean Region,633.5135,no data,no data,
Syrian Arab Republic,Eastern Mediterranean Region,658.079,no data,no data,
Syrian Arab Republic,Eastern Mediterranean Region,604.7487,no data,no data,
Tajikistan,European Region,876.12,no data,no data,
Tajikistan,European Region,999.6627,no data,no data,
Tajikistan,European Region,770.055,no data,no data,
Thailand,South-East Asian Region,362.563,no data,no data,
Thailand,South-East Asian Region,437.785,no data,no data,
Thailand,South-East Asian Region,298.1189,no data,no data,
Timor-Leste,South-East Asian Region,570.3933,no data,no data,
Timor-Leste,South-East Asian Region,610.5461,no data,no data,
Timor-Leste,South-East Asian Region,533.2511,no data,no data,
Togo,African Region,649.4303,no data,no data,
Togo,African Region,754.454,no data,no data,
Togo,African Region,558.3528,no data,no data,
Tonga,Western Pacific Region,624.7742,no data,no data,
Tonga,Western Pacific Region,775.6898,no data,no data,
Tonga,Western Pacific Region,494.0849,no data,no data,
Trinidad and Tobago,Region of the Americas,438.9595,no data,no data,
Trinidad and Tobago,Region of the Americas,552.1306,no data,no data,
Trinidad and Tobago,Region of the Americas,351.9529,no data,no data,
Tunisia,Eastern Mediterranean Region,462.4614,no data,no data,
Tunisia,Eastern Mediterranean Region,541.5641,no data,no data,
Tunisia,Eastern Mediterranean Region,396.6526,no data,no data,
Türkiye,European Region,436.8309,no data,no data,
Türkiye,European Region,518.9265,no data,no data,
Türkiye,European Region,369.0182,no data,no data,
Turkmenistan,European Region,668.159,no data,no data,
Turkmenistan,European Region,792.3312,no data,no data,
Turkmenistan,European Region,570.447,no data,no data,
Uganda,African Region,572.2314,no data,no data,
Uganda,African Region,687.3886,no data,no data,
Uganda,African Region,491.2727,no data,no data,
Ukraine,European Region,649.0498,no data,no data,
Ukraine,European Region,899.7966,no data,no data,
Ukraine,European Region,479.8334,no data,no data,
United Arab Emirates,Eastern Mediterranean Region,528.3586,no data,no data,
United Arab Emirates,Eastern Mediterranean Region,570.6442,no data,no data,
United Arab Emirates,Eastern Mediterranean Region,440.6632,no data,no data,
United Kingdom of Great Britain and Northern Ireland,European Region,329.8761,no data,no data,
United Kingdom of Great Britain and Northern Ireland,European Region,382.3432,no data,no data,
United Kingdom of Great Britain and Northern Ireland,European Region,283.971,no data,no data,
United Republic of Tanzania,African Region,496.4681,no data,no data,
United Republic of Tanzania,African Region,537.7597,no data,no data,
United Republic of Tanzania,African Region,465.4762,no data,no data,
United States of America,Region of the Americas,407.882,no data,no data,
United States of America,Region of the Americas,475.5125,no data,no data,
United States of America,Region of the Americas,348.2241,no data,no data,
Uruguay,Region of the Americas,445.202,no data,no data,
Uruguay,Region of the Americas,591.2916,no data,no data,
Uruguay,Region of the Americas,347.4604,no data,no data,
Uzbekistan,European Region,673.0668,no data,no data,
Uzbekistan,European Region,781.4475,no data,no data,
Uzbekistan,European Region,585.1181,no data,no data,
Vanuatu,Western Pacific Region,986.3082,no data,no data,
Vanuatu,Western Pacific Region,1124.887,no data,no data,
Vanuatu,Western Pacific Region,841.8418,no data,no data,
Venezuela (Bolivarian Republic of),Region of the Americas,411.264,no data,no data,
Venezuela (Bolivarian Republic of),Region of the Americas,489.4218,no data,no data,
Venezuela (Bolivarian Republic of),Region of the Americas,350.5828,no data,no data,
Viet Nam,Western Pacific Region,569.4175,no data,no data,
Viet Nam,Western Pacific Region,776.4155,no data,no data,
Viet Nam,Western Pacific Region,417.6455,no data,no data,
Yemen,Eastern Mediterranean Region,717.1034,no data,no data,
Yemen,Eastern Mediterranean Region,785.9634,no data,no data,
Yemen,Eastern Mediterranean Region,658.9475,no data,no data,
Zambia,African Region,679.4242,no data,no data,
Zambia,African Region,830.0697,no data,no data,
Zambia,African Region,568.1492,no data,no data,
Zimbabwe,African Region,734.978,no data,no data,
Zimbabwe,African Region,827.6807,no data,no data,
Zimbabwe,African Region,677.2407,no data,no data,
