Location,Age,Value
Qatar,20,102877.5
Qatar,25,303636.0
Qatar,30,438786.5
Qatar,35,437885.0
Qatar,40,342862.5
Qatar,45,229321.0
Qatar,50,150022.0
Qatar,55,87261.0
Qatar,60,51347.0
Qatar,65,23906.5
Qatar,70,10279.5
Qatar,75,5183.5
Qatar,80,2488.5
Qatar,85,1445.5
Qatar,90,409.5
Qatar,95,55.0
Qatar,100,3.0
Saudi Arabia,0,3150631.0
Saudi Arabia,5,3152959.5
Saudi Arabia,10,3153773.5
Saudi Arabia,15,2785651.5
Saudi Arabia,20,2561415.5
Saudi Arabia,25,2680093.5
Saudi Arabia,30,3019675.0
Saudi Arabia,35,3102584.5
Saudi Arabia,40,3591114.0
Saudi Arabia,45,3400964.0
Saudi Arabia,50,2501128.5
Saudi Arabia,55,1699705.5
Saudi Arabia,60,1020020.5
Saudi Arabia,65,557060.5
Saudi Arabia,70,247826.5
Saudi Arabia,75,150175.5
Saudi Arabia,80,101899.5
Saudi Arabia,85,52991.0
Saudi Arabia,90,14090.5
Saudi Arabia,95,2978.5
Saudi Arabia,100,286.5
Singapore,0,231353.0
Singapore,5,240756.0
Singapore,10,231239.0
Singapore,15,251527.0
Singapore,20,332919.5
Singapore,25,446680.5
Singapore,30,450746.5
Singapore,35,459049.5
Singapore,40,474197.0
Singapore,45,488716.0
Singapore,50,486852.5
Singapore,55,476226.0
Singapore,60,474524.0
Singapore,65,413199.0
Singapore,70,277767.0
Singapore,75,131348.5
Singapore,80,73520.5
Singapore,85,47692.0
Singapore,90,19659.5
Singapore,95,5890.5
Singapore,100,859.5
Viet Nam,0,7227304.0
Viet Nam,5,7484012.0
Viet Nam,10,7232779.5
Viet Nam,15,6945411.5
Viet Nam,20,6812368.0
Viet Nam,25,7437792.0
Viet Nam,30,8251574.0
Viet Nam,35,7899915.0
Viet Nam,40,7543489.0
Viet Nam,45,6924973.5
Viet Nam,50,5887654.5
Viet Nam,55,5077553.5
Viet Nam,60,4697001.5
Viet Nam,65,3853001.0
Viet Nam,70,2600483.0
Viet Nam,75,1370550.5
Viet Nam,80,847251.0
Viet Nam,85,499006.5
Viet Nam,90,210099.5
Viet Nam,95,49370.5
Viet Nam,100,7360.0
Syrian Arab Republic,0,2132504.0
Syrian Arab Republic,5,1966277.0
Syrian Arab Republic,10,2792978.5
Syrian Arab Republic,15,2921920.5
Syrian Arab Republic,20,2677188.0
Syrian Arab Republic,25,1968305.0
Syrian Arab Republic,30,1384344.5
Syrian Arab Republic,35,1377823.5
Syrian Arab Republic,40,1321614.0
Syrian Arab Republic,45,1188170.5
Syrian Arab Republic,50,1010474.0
Syrian Arab Republic,55,791615.0
Syrian Arab Republic,60,597560.0
Syrian Arab Republic,65,446803.0
Syrian Arab Republic,70,309092.5
Syrian Arab Republic,75,187517.0
Syrian Arab Republic,80,97470.5
Syrian Arab Republic,85,41032.5
Syrian Arab Republic,90,12494.0
Syrian Arab Republic,95,1724.0
Syrian Arab Republic,100,105.5
Tajikistan,0,1267775.5
Tajikistan,5,1258715.0
Tajikistan,10,1132457.5
Tajikistan,15,929472.5
Tajikistan,20,864626.5
Tajikistan,25,832729.0
Tajikistan,30,814103.0
Tajikistan,35,718449.0
Tajikistan,40,532634.5
Tajikistan,45,428184.5
Tajikistan,50,380455.0
Tajikistan,55,331450.5
Tajikistan,60,282897.0
Tajikistan,65,178799.0
Tajikistan,70,101621.5
Tajikistan,75,42917.0
Tajikistan,80,27711.0
Tajikistan,85,13810.0
Tajikistan,90,4054.0
Tajikistan,95,641.5
Tajikistan,100,39.5
Thailand,0,3233701.0
Thailand,5,3656637.5
Thailand,10,4041586.0
Thailand,15,4086198.0
Thailand,20,4405616.0
Thailand,25,5063692.5
Thailand,30,5048312.0
Thailand,35,5066938.0
Thailand,40,5213020.5
Thailand,45,4991459.5
Thailand,50,5288841.0
Thailand,55,5300154.0
Thailand,60,4947034.5
Thailand,65,4036403.0
Thailand,70,2941114.5
Thailand,75,1896460.5
Thailand,80,1272028.0
Thailand,85,777036.0
Thailand,90,372838.0
Thailand,95,128154.5
Thailand,100,34054.0
United Arab Emirates,0,478015.0
United Arab Emirates,5,487433.5
United Arab Emirates,10,482676.5
United Arab Emirates,15,358915.5
United Arab Emirates,20,506615.5
United Arab Emirates,25,1121863.0
United Arab Emirates,30,1467254.5
United Arab Emirates,35,1466060.0
United Arab Emirates,40,1176694.0
United Arab Emirates,45,805465.5
United Arab Emirates,50,517489.0
United Arab Emirates,55,306556.5
United Arab Emirates,60,164289.0
United Arab Emirates,65,79331.5
United Arab Emirates,70,40031.0
United Arab Emirates,75,23210.0
United Arab Emirates,80,16067.5
United Arab Emirates,85,14587.5
United Arab Emirates,90,3503.0
United Arab Emirates,95,760.5
United Arab Emirates,100,52.5
Türkiye,0,6246474.5
Türkiye,5,6950242.0
Türkiye,10,6523159.5
Türkiye,15,6290162.5
Türkiye,20,6462311.5
Türkiye,25,6764813.0
Türkiye,30,6672093.5
Türkiye,35,6608770.5
Türkiye,40,6327426.0
Türkiye,45,5780606.0
Türkiye,50,5221489.0
Türkiye,55,4688121.5
Türkiye,60,3612218.0
Türkiye,65,2894767.0
Türkiye,70,2064681.5
Türkiye,75,1390650.0
Türkiye,80,819509.0
Türkiye,85,363454.5
Türkiye,90,111523.5
Türkiye,95,21407.0
Türkiye,100,2319.0
Turkmenistan,0,663268.0
Turkmenistan,5,708433.5
Turkmenistan,10,643976.0
Turkmenistan,15,520734.5
Turkmenistan,20,485577.5
Turkmenistan,25,525811.5
Turkmenistan,30,556135.5
Turkmenistan,35,502681.5
Turkmenistan,40,395907.5
Turkmenistan,45,339885.0
Turkmenistan,50,304006.5
Turkmenistan,55,272397.0
Turkmenistan,60,244999.0
Turkmenistan,65,168780.0
Turkmenistan,70,99949.5
Turkmenistan,75,42743.5
Turkmenistan,80,25794.5
Turkmenistan,85,11780.5
Turkmenistan,90,2837.0
Turkmenistan,95,385.5
Turkmenistan,100,16.5
Uzbekistan,0,3925433.0
Uzbekistan,5,3537437.0
Uzbekistan,10,3155068.0
Uzbekistan,15,2712088.5
Uzbekistan,20,2542040.0
Uzbekistan,25,2913618.5
Uzbekistan,30,3054382.5
Uzbekistan,35,2802202.0
Uzbekistan,40,2288773.0
Uzbekistan,45,1960582.5
Uzbekistan,50,1664246.0
Uzbekistan,55,1481408.5
Uzbekistan,60,1254829.0
Uzbekistan,65,871268.0
Uzbekistan,70,527099.5
Uzbekistan,75,235248.5
Uzbekistan,80,148331.0
Uzbekistan,85,69638.0
Uzbekistan,90,17781.0
Uzbekistan,95,2387.0
Uzbekistan,100,82.0
Yemen,0,4760444.5
Yemen,5,4526912.5
Yemen,10,4172465.5
Yemen,15,3739985.5
Yemen,20,3270772.5
Yemen,25,3024682.0
Yemen,30,2739169.5
Yemen,35,2236222.0
Yemen,40,1695769.5
Yemen,45,1233450.0
Yemen,50,929919.5
Yemen,55,698286.0
Yemen,60,509046.5
Yemen,65,363881.5
Yemen,70,255055.0
Yemen,75,173259.0
Yemen,80,84647.5
Yemen,85,29069.0
Yemen,90,6168.5
Yemen,95,609.0
Yemen,100,10.0
Albania,0,139357.0
Albania,5,151744.5
Albania,10,162428.5
Albania,15,173389.0
Albania,20,197920.0
Albania,25,225519.5
Albania,30,220056.0
Albania,35,186853.5
Albania,40,162655.5
Albania,45,161968.0
Albania,50,178331.0
Albania,55,192230.0
Albania,60,195228.0
Albania,65,166083.0
Albania,70,125923.0
Albania,75,89273.0
Albania,80,63301.0
Albania,85,29225.0
Albania,90,8836.5
Albania,95,1913.5
Albania,100,203.5
Andorra,0,2437.0
Andorra,5,3390.5
Andorra,10,4119.5
Andorra,15,4152.0
Andorra,20,4398.0
Andorra,25,4705.0
Andorra,30,5359.5
Andorra,35,5556.0
Andorra,40,6632.5
Andorra,45,7351.0
Andorra,50,7169.0
Andorra,55,6725.5
Andorra,60,5640.5
Andorra,65,4115.5
Andorra,70,3042.0
Andorra,75,2340.5
Andorra,80,1413.5
Andorra,85,888.5
Andorra,90,478.0
Andorra,95,151.0
Andorra,100,23.0
Austria,0,423608.5
Austria,5,440108.5
Austria,10,423405.5
Austria,15,431384.5
Austria,20,464334.0
Austria,25,561200.5
Austria,30,620477.5
Austria,35,611826.5
Austria,40,600938.5
Austria,45,572859.0
Austria,50,653500.0
Austria,55,706351.0
Austria,60,638363.5
Austria,65,508831.5
Austria,70,413868.5
Austria,75,341291.0
Austria,80,316908.5
Austria,85,143232.5
Austria,90,67666.5
Austria,95,16934.5
Austria,100,1870.0
Belgium,0,589259.0
Belgium,5,636692.5
Belgium,10,683581.0
Belgium,15,667853.5
Belgium,20,666349.0
Belgium,25,713755.5
Belgium,30,782469.5
Belgium,35,755052.5
Belgium,40,768255.5
Belgium,45,736190.5
Belgium,50,780033.0
Belgium,55,795475.5
Belgium,60,763120.5
Belgium,65,667366.5
Belgium,70,567376.5
Belgium,75,461043.0
Belgium,80,302134.5
Belgium,85,217796.0
Belgium,90,104292.0
Belgium,95,25196.0
Belgium,100,2848.0
Bosnia and Herzegovina,0,143600.5
Bosnia and Herzegovina,5,160197.0
Bosnia and Herzegovina,10,169475.0
Bosnia and Herzegovina,15,166207.0
Bosnia and Herzegovina,20,174083.0
Bosnia and Herzegovina,25,203104.0
Bosnia and Herzegovina,30,208381.0
Bosnia and Herzegovina,35,230231.0
Bosnia and Herzegovina,40,230265.5
Bosnia and Herzegovina,45,228109.5
Bosnia and Herzegovina,50,222371.5
Bosnia and Herzegovina,55,236093.0
Bosnia and Herzegovina,60,239835.0
Bosnia and Herzegovina,65,216777.0
Bosnia and Herzegovina,70,166731.5
Bosnia and Herzegovina,75,94258.5
Bosnia and Herzegovina,80,66051.5
Bosnia and Herzegovina,85,40150.5
Bosnia and Herzegovina,90,12400.0
Bosnia and Herzegovina,95,2218.5
Bosnia and Herzegovina,100,307.0
Bulgaria,0,290729.0
Bulgaria,5,313590.5
Bulgaria,10,329958.5
Bulgaria,15,323581.0
Bulgaria,20,310444.0
Bulgaria,25,307540.0
Bulgaria,30,420582.0
Bulgaria,35,473275.0
Bulgaria,40,488353.0
Bulgaria,45,537827.0
Bulgaria,50,499064.5
Bulgaria,55,443471.5
Bulgaria,60,457665.0
Bulgaria,65,442546.5
Bulgaria,70,398706.0
Bulgaria,75,310327.0
Bulgaria,80,191194.0
Bulgaria,85,108970.5
Bulgaria,90,34915.5
Bulgaria,95,4672.5
Bulgaria,100,304.0
Belarus,0,441649.5
Belarus,5,564083.0
Belarus,10,574217.5
Belarus,15,498283.5
Belarus,20,462043.0
Belarus,25,474144.0
Belarus,30,659840.0
Belarus,35,801666.0
Belarus,40,748346.5
Belarus,45,666274.0
Belarus,50,633964.5
Belarus,55,605974.0
Belarus,60,690735.5
Belarus,65,616062.0
Belarus,70,455170.0
Belarus,75,255833.0
Belarus,80,174592.5
Belarus,85,118403.0
Belarus,90,44450.0
Belarus,95,11312.5
Belarus,100,1194.0
Croatia,0,174900.0
Croatia,5,184101.0
Croatia,10,201887.5
Croatia,15,196190.0
Croatia,20,209406.5
Croatia,25,239959.0
Croatia,30,240867.0
Croatia,35,265088.0
Croatia,40,281285.0
Croatia,45,271601.5
Croatia,50,262998.5
Croatia,55,280573.0
Croatia,60,287822.0
Croatia,65,280831.5
Croatia,70,234780.5
Croatia,75,159898.0
Croatia,80,126632.5
Croatia,85,76372.5
Croatia,90,27682.5
Croatia,95,5241.5
Croatia,100,498.5
Czechia,0,531911.0
Czechia,5,554467.0
Czechia,10,571009.5
Czechia,15,539333.0
Czechia,20,492815.5
Czechia,25,539691.5
Czechia,30,673711.5
Czechia,35,706367.0
Czechia,40,785487.5
Czechia,45,912187.5
Czechia,50,738392.5
Czechia,55,674192.5
Czechia,60,594009.5
Czechia,65,640313.0
Czechia,70,601432.5
Czechia,75,471368.0
Czechia,80,268988.5
Czechia,85,132213.0
Czechia,90,54883.0
Czechia,95,11461.0
Czechia,100,1060.5
Denmark,0,316252.5
Denmark,5,305593.5
Denmark,10,320765.0
Denmark,15,346413.5
Denmark,20,365334.5
Denmark,25,405780.0
Denmark,30,396760.0
Denmark,35,346839.5
Denmark,40,338502.0
Denmark,45,376127.0
Denmark,50,389293.5
Denmark,55,417507.5
Denmark,60,361056.0
Denmark,65,325344.0
Denmark,70,298147.5
Denmark,75,287412.0
Denmark,80,174792.5
Denmark,85,91937.0
Denmark,90,36070.0
Denmark,95,9673.5
Denmark,100,1312.0
Estonia,0,68972.0
Estonia,5,70979.5
Estonia,10,75193.0
Estonia,15,71266.5
Estonia,20,61914.0
Estonia,25,67096.5
Estonia,30,91989.0
Estonia,35,99872.5
Estonia,40,92497.5
Estonia,45,90415.0
Estonia,50,89776.0
Estonia,55,81074.0
Estonia,60,85194.0
Estonia,65,78897.5
Estonia,70,68677.5
Estonia,75,47542.5
Estonia,80,41080.0
Estonia,85,25832.0
Estonia,90,11332.0
Estonia,95,2871.0
Estonia,100,293.5
Faroe Islands,0,3771.5
Faroe Islands,5,3694.0
Faroe Islands,10,3569.5
Faroe Islands,15,3699.5
Faroe Islands,20,3509.0
Faroe Islands,25,2757.0
Faroe Islands,30,3345.5
Faroe Islands,35,3148.0
Faroe Islands,40,3151.5
Faroe Islands,45,3238.0
Faroe Islands,50,3268.5
Faroe Islands,55,3485.0
Faroe Islands,60,3069.0
Faroe Islands,65,2745.5
Faroe Islands,70,2517.0
Faroe Islands,75,1932.0
Faroe Islands,80,1271.5
Faroe Islands,85,655.5
Faroe Islands,90,342.0
Faroe Islands,95,93.0
Faroe Islands,100,7.0
Finland,0,236084.0
Finland,5,277761.5
Finland,10,313166.5
Finland,15,308953.5
Finland,20,304453.0
Finland,25,336345.0
Finland,30,366416.5
Finland,35,358756.5
Finland,40,357085.0
Finland,45,338536.0
Finland,50,319909.5
Finland,55,361574.5
Finland,60,356721.0
Finland,65,348880.0
Finland,70,341281.0
Finland,75,285246.0
Finland,80,170386.5
Finland,85,104250.5
Finland,90,47005.5
Finland,95,11476.5
Finland,100,1186.0
France,0,3324466.0
France,5,3700359.5
France,10,4010470.0
France,15,3926270.0
France,20,3697572.0
France,25,3449915.5
France,30,3762010.0
France,35,3984836.0
France,40,4136764.0
France,45,4019810.0
France,50,4323863.0
France,55,4178743.5
France,60,3995080.0
France,65,3752359.5
France,70,3606789.0
France,75,2794685.0
France,80,1782814.0
France,85,1334583.5
France,90,720964.5
France,95,220923.5
France,100,33305.5
Germany,0,3880124.0
Germany,5,4014694.5
Germany,10,3757050.5
Germany,15,3805475.5
Germany,20,4339094.5
Germany,25,4844752.5
Germany,30,5392514.5
Germany,35,5434299.0
Germany,40,5267315.0
Germany,45,4826166.0
Germany,50,5701785.5
Germany,55,6793737.5
Germany,60,6290657.5
Germany,65,5127470.5
Germany,70,4351712.0
Germany,75,3174579.5
Germany,80,3335807.0
Germany,85,1983285.5
Germany,90,745545.5
Germany,95,202997.5
Germany,100,25568.5
Gibraltar,0,1742.5
Gibraltar,5,1923.0
Gibraltar,10,1866.0
Gibraltar,15,1886.0
Gibraltar,20,1878.5
Gibraltar,25,1911.0
Gibraltar,30,1933.5
Gibraltar,35,1892.5
Gibraltar,40,2047.0
Gibraltar,45,2155.0
Gibraltar,50,2104.5
Gibraltar,55,2276.5
Gibraltar,60,2116.5
Gibraltar,65,1919.0
Gibraltar,70,1735.5
Gibraltar,75,1484.5
Gibraltar,80,811.5
Gibraltar,85,589.5
Gibraltar,90,291.0
Gibraltar,95,103.5
Gibraltar,100,21.5
Greece,0,407416.5
Greece,5,465856.0
Greece,10,532979.5
Greece,15,548132.5
Greece,20,564062.0
Greece,25,537153.5
Greece,30,528486.0
Greece,35,602991.0
Greece,40,760651.5
Greece,45,775472.0
Greece,50,791996.5
Greece,55,750109.0
Greece,60,682058.0
Greece,65,634359.5
Greece,70,560514.5
Greece,75,488304.0
Greece,80,347753.0
Greece,85,238661.5
Greece,90,98934.0
Greece,95,22825.0
Greece,100,2561.5
Hungary,0,497897.0
Hungary,5,485252.5
Hungary,10,477349.0
Hungary,15,545593.5
Hungary,20,601226.0
Hungary,25,678958.0
Hungary,30,710007.5
Hungary,35,667905.5
Hungary,40,736201.0
Hungary,45,866266.5
Hungary,50,718526.5
Hungary,55,609633.5
Hungary,60,555952.5
Hungary,65,640852.0
Hungary,70,526917.0
Hungary,75,379164.0
Hungary,80,256591.0
Hungary,85,132509.5
Hungary,90,55842.0
Hungary,95,12250.5
Hungary,100,1344.0
Iceland,0,22664.0
Iceland,5,21780.5
Iceland,10,24266.5
Iceland,15,23136.0
Iceland,20,23414.0
Iceland,25,28224.5
Iceland,30,30893.5
Iceland,35,26529.0
Iceland,40,26037.5
Iceland,45,23512.0
Iceland,50,22415.5
Iceland,55,22113.0
Iceland,60,21262.5
Iceland,65,18901.0
Iceland,70,15282.5
Iceland,75,11370.0
Iceland,80,6897.0
Iceland,85,4052.0
Iceland,90,2019.5
Iceland,95,496.0
Iceland,100,52.0
Ireland,0,295597.5
Ireland,5,319300.0
Ireland,10,355574.0
Ireland,15,337748.5
Ireland,20,325393.5
Ireland,25,301060.0
Ireland,30,301744.5
Ireland,35,343267.5
Ireland,40,402485.0
Ireland,45,376845.0
Ireland,50,341063.0
Ireland,55,301002.0
Ireland,60,272810.5
Ireland,65,238167.5
Ireland,70,197543.5
Ireland,75,166616.5
Ireland,80,95572.5
Ireland,85,56288.0
Ireland,90,21614.5
Ireland,95,6205.0
Ireland,100,1036.0
Italy,0,2067997.0
Italy,5,2387973.5
Italy,10,2725314.5
Italy,15,2855285.0
Italy,20,2922427.5
Italy,25,2999976.5
Italy,30,3219577.0
Italy,35,3347461.0
Italy,40,3709751.0
Italy,45,4423040.0
Italy,50,4765070.0
Italy,55,4819357.0
Italy,60,4227564.5
Italy,65,3645702.5
Italy,70,3291490.5
Italy,75,2834019.5
Italy,80,2260111.0
Italy,85,1480949.5
Italy,90,686755.0
Italy,95,179057.0
Italy,100,21883.0
Kosovo (under UNSC res. 1244),0,91647.0
Kosovo (under UNSC res. 1244),5,110592.5
Kosovo (under UNSC res. 1244),10,140763.5
Kosovo (under UNSC res. 1244),15,145355.0
Kosovo (under UNSC res. 1244),20,153291.5
Kosovo (under UNSC res. 1244),25,128327.0
Kosovo (under UNSC res. 1244),30,122292.0
Kosovo (under UNSC res. 1244),35,113241.0
Kosovo (under UNSC res. 1244),40,108316.0
Kosovo (under UNSC res. 1244),45,108265.0
Kosovo (under UNSC res. 1244),50,100468.0
Kosovo (under UNSC res. 1244),55,89366.0
Kosovo (under UNSC res. 1244),60,76625.0
Kosovo (under UNSC res. 1244),65,60714.5
Kosovo (under UNSC res. 1244),70,45071.0
Kosovo (under UNSC res. 1244),75,32360.0
Kosovo (under UNSC res. 1244),80,20824.5
Kosovo (under UNSC res. 1244),85,10618.5
Kosovo (under UNSC res. 1244),90,3998.0
Kosovo (under UNSC res. 1244),95,1276.0
Kosovo (under UNSC res. 1244),100,182.5
Latvia,0,84733.0
Latvia,5,103220.0
Latvia,10,94536.5
Latvia,15,95062.0
Latvia,20,86381.0
Latvia,25,82061.0
Latvia,30,118821.5
Latvia,35,131334.5
Latvia,40,119536.5
Latvia,45,121804.0
Latvia,50,129198.0
Latvia,55,123721.5
Latvia,60,132740.5
Latvia,65,117026.0
Latvia,70,97843.5
Latvia,75,71824.5
Latvia,80,64365.5
Latvia,85,37295.0
Latvia,90,14554.0
Latvia,95,3732.0
Latvia,100,421.0
Liechtenstein,0,1840.5
Liechtenstein,5,1897.5
Liechtenstein,10,1949.5
Liechtenstein,15,1960.0
Liechtenstein,20,2073.5
Liechtenstein,25,2329.0
Liechtenstein,30,2457.0
Liechtenstein,35,2585.5
Liechtenstein,40,2593.5
Liechtenstein,45,2698.5
Liechtenstein,50,3127.0
Liechtenstein,55,3206.5
Liechtenstein,60,2938.5
Liechtenstein,65,2386.5
Liechtenstein,70,2030.0
Liechtenstein,75,1646.5
Liechtenstein,80,1070.0
Liechtenstein,85,535.5
Liechtenstein,90,204.0
Liechtenstein,95,51.0
Liechtenstein,100,4.5
Lithuania,0,132695.0
Lithuania,5,144959.0
Lithuania,10,141643.5
Lithuania,15,125065.0
Lithuania,20,130140.0
Lithuania,25,152089.5
Lithuania,30,184372.5
Lithuania,35,181741.5
Lithuania,40,165553.0
Lithuania,45,177508.0
Lithuania,50,197284.5
Lithuania,55,198588.5
Lithuania,60,209883.0
Lithuania,65,168876.5
Lithuania,70,135934.0
Lithuania,75,102030.0
Lithuania,80,88021.5
Lithuania,85,53568.0
Lithuania,90,22382.0
Lithuania,95,5405.0
Lithuania,100,611.5
Luxembourg,0,33726.5
Luxembourg,5,34504.5
Luxembourg,10,34500.5
Luxembourg,15,34380.5
Luxembourg,20,37661.5
Luxembourg,25,46111.5
Luxembourg,30,52310.5
Luxembourg,35,51365.0
Luxembourg,40,50185.5
Luxembourg,45,47276.0
Luxembourg,50,46853.5
Luxembourg,55,46192.5
Luxembourg,60,39169.5
Luxembourg,65,31071.0
Luxembourg,70,24445.0
Luxembourg,75,18289.5
Luxembourg,80,13136.5
Luxembourg,85,8388.5
Luxembourg,90,4073.5
Luxembourg,95,1003.5
Luxembourg,100,122.5
Malta,0,23657.0
Malta,5,24117.0
Malta,10,22868.5
Malta,15,21704.0
Malta,20,26305.0
Malta,25,42029.0
Malta,30,52564.0
Malta,35,47315.5
Malta,40,42047.5
Malta,45,36696.5
Malta,50,30941.0
Malta,55,29007.0
Malta,60,31061.5
Malta,65,29231.0
Malta,70,26614.5
Malta,75,23887.5
Malta,80,12340.5
Malta,85,8170.5
Malta,90,3402.0
Malta,95,920.5
Malta,100,184.5
Monaco,0,1636.0
Monaco,5,1664.5
Monaco,10,1514.0
Monaco,15,1429.0
Monaco,20,1648.5
Monaco,25,1640.0
Monaco,30,1568.0
Monaco,35,1596.0
Monaco,40,1653.0
Monaco,45,1691.5
Monaco,50,1963.0
Monaco,55,2511.0
Monaco,60,2791.5
Monaco,65,2616.0
Monaco,70,2312.0
Monaco,75,2267.0
Monaco,80,2033.0
Monaco,85,1663.0
Monaco,90,1141.0
Monaco,95,623.5
Monaco,100,336.0
Republic of Moldova,0,218192.5
Republic of Moldova,5,232082.5
Republic of Moldova,10,204435.0
Republic of Moldova,15,213106.5
Republic of Moldova,20,235966.5
Republic of Moldova,25,269915.5
Republic of Moldova,30,299855.5
Republic of Moldova,35,304202.5
Republic of Moldova,40,243628.5
Republic of Moldova,45,211141.0
Republic of Moldova,50,184568.5
Republic of Moldova,55,178092.0
Republic of Moldova,60,205896.0
Republic of Moldova,65,175300.0
Republic of Moldova,70,139690.0
Republic of Moldova,75,54241.0
Republic of Moldova,80,39549.5
Republic of Moldova,85,18453.0
Republic of Moldova,90,6079.5
Republic of Moldova,95,1367.0
Republic of Moldova,100,168.5
Montenegro,0,35296.5
Montenegro,5,38061.0
Montenegro,10,38961.0
Montenegro,15,37615.0
Montenegro,20,39623.0
Montenegro,25,41123.0
Montenegro,30,40900.0
Montenegro,35,44213.0
Montenegro,40,44907.5
Montenegro,45,42013.0
Montenegro,50,39259.5
Montenegro,55,39218.5
Montenegro,60,39348.5
Montenegro,65,36506.5
Montenegro,70,29331.0
Montenegro,75,16894.0
Montenegro,80,12783.5
Montenegro,85,7231.0
Montenegro,90,2624.0
Montenegro,95,510.5
Montenegro,100,64.5
Netherlands,0,884249.0
Netherlands,5,882450.0
Netherlands,10,935959.0
Netherlands,15,984763.5
Netherlands,20,1118072.0
Netherlands,25,1128748.5
Netherlands,30,1157453.5
Netherlands,35,1091989.0
Netherlands,40,1045048.5
Netherlands,45,1037788.0
Netherlands,50,1248277.5
Netherlands,55,1261314.5
Netherlands,60,1189250.5
Netherlands,65,1040444.5
Netherlands,70,927568.0
Netherlands,75,792837.5
Netherlands,80,481840.5
Netherlands,85,271712.0
Netherlands,90,110758.5
Netherlands,95,25094.5
Netherlands,100,2679.5
Norway,0,274106.5
Norway,5,300610.5
Norway,10,324934.0
Norway,15,325789.0
Norway,20,333995.0
Norway,25,360208.5
Norway,30,389129.0
Norway,35,371798.0
Norway,40,356709.0
Norway,45,355154.5
Norway,50,379479.0
Norway,55,358913.0
Norway,60,317381.5
Norway,65,290823.5
Norway,70,256265.5
Norway,75,225556.5
Norway,80,131838.5
Norway,85,74585.5
Norway,90,35862.0
Norway,95,9945.5
Norway,100,1275.5
Poland,0,2008702.0
Poland,5,2014752.5
Poland,10,2107283.0
Poland,15,2183989.5
Poland,20,2389817.0
Poland,25,2703163.5
Poland,30,3042561.5
Poland,35,3341266.0
Poland,40,3343894.0
Poland,45,3040519.0
Poland,50,2507638.5
Poland,55,2273088.5
Poland,60,2466882.5
Poland,65,2580446.0
Poland,70,2102895.0
Poland,75,1282549.5
Poland,80,815223.5
Poland,85,531758.0
Poland,90,231486.5
Poland,95,52787.0
Poland,100,5364.5
Portugal,0,417578.0
Portugal,5,435322.5
Portugal,10,480875.5
Portugal,15,521329.5
Portugal,20,567093.5
Portugal,25,551687.5
Portugal,30,565167.0
Portugal,35,599376.5
Portugal,40,704017.0
Portugal,45,807037.0
Portugal,50,764837.5
Portugal,55,738312.5
Portugal,60,706829.0
Portugal,65,637996.5
Portugal,70,579531.5
Portugal,75,472608.0
Portugal,80,343831.0
Portugal,85,233372.5
Portugal,90,96128.0
Portugal,95,22030.0
Portugal,100,2644.5
Romania,0,1039553.5
Romania,5,1061612.0
Romania,10,1049644.5
Romania,15,1122767.5
Romania,20,1171633.5
Romania,25,1161676.5
Romania,30,1303568.0
Romania,35,1421669.0
Romania,40,1442713.5
Romania,45,1559500.5
Romania,50,1557915.5
Romania,55,1240069.5
Romania,60,1088247.0
Romania,65,1201870.0
Romania,70,996254.0
Romania,75,634129.0
Romania,80,452188.5
Romania,85,274220.5
Romania,90,96502.5
Romania,95,16126.5
Romania,100,950.5
Russian Federation,0,7241777.0
Russian Federation,5,9256640.0
Russian Federation,10,8884764.5
Russian Federation,15,7740392.5
Russian Federation,20,7196326.5
Russian Federation,25,7667744.0
Russian Federation,30,10916840.5
Russian Federation,35,12746160.0
Russian Federation,40,11409958.5
Russian Federation,45,10246219.5
Russian Federation,50,9203849.0
Russian Federation,55,8628549.0
Russian Federation,60,9962092.5
Russian Federation,65,8569350.0
Russian Federation,70,6513521.5
Russian Federation,75,3238797.0
Russian Federation,80,2655633.5
Russian Federation,85,1618804.5
Russian Federation,90,580392.5
Russian Federation,95,152970.5
Russian Federation,100,13576.0
San Marino,0,1028.0
San Marino,5,1390.0
San Marino,10,1719.0
San Marino,15,1715.0
San Marino,20,1780.5
San Marino,25,1661.5
San Marino,30,1670.0
San Marino,35,1834.5
San Marino,40,2231.0
San Marino,45,2822.0
San Marino,50,3038.0
San Marino,55,3103.0
San Marino,60,2612.0
San Marino,65,2046.5
San Marino,70,1699.0
San Marino,75,1347.5
San Marino,80,959.0
San Marino,85,611.5
San Marino,90,287.5
San Marino,95,77.5
San Marino,100,9.0
Serbia,0,337214.0
Serbia,5,351343.0
Serbia,10,351687.0
Serbia,15,341698.0
Serbia,20,373088.5
Serbia,25,418007.5
Serbia,30,453506.5
Serbia,35,510439.5
Serbia,40,526905.0
Serbia,45,554125.0
Serbia,50,507002.5
Serbia,55,488496.0
Serbia,60,471693.5
Serbia,65,447414.5
Serbia,70,414581.0
Serbia,75,278364.0
Serbia,80,183520.5
Serbia,85,99195.5
Serbia,90,33509.5
Serbia,95,6670.0
Serbia,100,615.5
Slovakia,0,301411.5
Slovakia,5,302677.0
Slovakia,10,301621.5
Slovakia,15,306423.0
Slovakia,20,336569.5
Slovakia,25,379629.0
Slovakia,30,436619.0
Slovakia,35,457181.0
Slovakia,40,465554.5
Slovakia,45,458546.5
Slovakia,50,375699.5
Slovakia,55,349720.0
