Location,Age,Value
Montserrat,90,7.0
Montserrat,95,0.0
Montserrat,100,0.0
Nauru,0,1677.5
Nauru,5,1706.0
Nauru,10,1569.5
Nauru,15,1206.0
Nauru,20,983.5
Nauru,25,1001.5
Nauru,30,952.0
Nauru,35,932.5
Nauru,40,763.5
Nauru,45,542.5
Nauru,50,438.0
Nauru,55,391.0
Nauru,60,276.5
Nauru,65,190.0
Nauru,70,91.0
Nauru,75,43.0
Nauru,80,9.5
Nauru,85,6.5
Nauru,90,0.0
Nauru,95,0.0
Nauru,100,0.0
Curaçao,0,10760.0
Curaçao,5,10308.0
Curaçao,10,11482.0
Curaçao,15,13034.5
Curaçao,20,14155.0
Curaçao,25,16260.5
Curaçao,30,14730.0
Curaçao,35,11923.5
Curaçao,40,11005.0
Curaçao,45,11221.0
Curaçao,50,12083.5
Curaçao,55,12954.0
Curaçao,60,12647.0
Curaçao,65,10423.0
Curaçao,70,8240.5
Curaçao,75,5723.0
Curaçao,80,3222.0
Curaçao,85,1397.5
Curaçao,90,425.0
Curaçao,95,75.0
Curaçao,100,7.0
Aruba,0,4304.0
Aruba,5,5801.0
Aruba,10,6593.0
Aruba,15,7003.5
Aruba,20,6324.5
Aruba,25,5749.5
Aruba,30,6616.5
Aruba,35,6840.5
Aruba,40,6980.5
Aruba,45,7343.5
Aruba,50,7879.5
Aruba,55,8559.0
Aruba,60,8368.0
Aruba,65,7026.5
Aruba,70,5154.0
Aruba,75,3143.5
Aruba,80,1674.5
Aruba,85,714.0
Aruba,90,179.5
Aruba,95,21.0
Aruba,100,1.0
Sint Maarten (Dutch part),0,1574.0
Sint Maarten (Dutch part),5,919.5
Sint Maarten (Dutch part),10,2109.5
Sint Maarten (Dutch part),15,3876.5
Sint Maarten (Dutch part),20,5494.5
Sint Maarten (Dutch part),25,4040.5
Sint Maarten (Dutch part),30,649.5
Sint Maarten (Dutch part),35,80.0
Sint Maarten (Dutch part),40,867.0
Sint Maarten (Dutch part),45,3653.0
Sint Maarten (Dutch part),50,5807.5
Sint Maarten (Dutch part),55,5671.0
Sint Maarten (Dutch part),60,4313.5
Sint Maarten (Dutch part),65,2642.0
Sint Maarten (Dutch part),70,1477.5
Sint Maarten (Dutch part),75,762.0
Sint Maarten (Dutch part),80,234.5
Sint Maarten (Dutch part),85,46.5
Sint Maarten (Dutch part),90,2.5
Sint Maarten (Dutch part),95,1.0
Sint Maarten (Dutch part),100,0.0
"Bonaire, Sint Eustatius and Saba",0,1431.5
"Bonaire, Sint Eustatius and Saba",5,1500.5
"Bonaire, Sint Eustatius and Saba",10,1593.0
"Bonaire, Sint Eustatius and Saba",15,1507.0
"Bonaire, Sint Eustatius and Saba",20,1278.5
"Bonaire, Sint Eustatius and Saba",25,1583.0
"Bonaire, Sint Eustatius and Saba",30,2134.5
"Bonaire, Sint Eustatius and Saba",35,2175.0
"Bonaire, Sint Eustatius and Saba",40,2015.5
"Bonaire, Sint Eustatius and Saba",45,1872.5
"Bonaire, Sint Eustatius and Saba",50,1968.5
"Bonaire, Sint Eustatius and Saba",55,2160.5
"Bonaire, Sint Eustatius and Saba",60,2049.5
"Bonaire, Sint Eustatius and Saba",65,1433.0
"Bonaire, Sint Eustatius and Saba",70,1071.0
"Bonaire, Sint Eustatius and Saba",75,706.5
"Bonaire, Sint Eustatius and Saba",80,397.0
"Bonaire, Sint Eustatius and Saba",85,190.5
"Bonaire, Sint Eustatius and Saba",90,64.5
"Bonaire, Sint Eustatius and Saba",95,15.5
"Bonaire, Sint Eustatius and Saba",100,0.5
New Caledonia,0,20654.5
New Caledonia,5,21672.0
New Caledonia,10,21949.0
New Caledonia,15,21361.0
New Caledonia,20,21063.5
New Caledonia,25,19008.5
New Caledonia,30,21139.5
New Caledonia,35,21341.5
New Caledonia,40,20379.5
New Caledonia,45,19580.5
New Caledonia,50,19937.5
New Caledonia,55,17190.0
New Caledonia,60,14327.5
New Caledonia,65,10921.0
New Caledonia,70,8346.5
New Caledonia,75,6432.0
New Caledonia,80,4157.0
New Caledonia,85,2310.5
New Caledonia,90,935.0
New Caledonia,95,241.5
New Caledonia,100,43.0
Vanuatu,0,45856.5
Vanuatu,5,44214.0
Vanuatu,10,40655.5
Vanuatu,15,32928.5
Vanuatu,20,27572.0
Vanuatu,25,26082.0
Vanuatu,30,24967.5
Vanuatu,35,21054.5
Vanuatu,40,16817.0
Vanuatu,45,13822.0
Vanuatu,50,11512.0
Vanuatu,55,9382.5
Vanuatu,60,7073.5
Vanuatu,65,5176.5
Vanuatu,70,3347.0
Vanuatu,75,1937.5
Vanuatu,80,1169.0
Vanuatu,85,654.5
Vanuatu,90,237.0
Vanuatu,95,44.0
Vanuatu,100,3.0
New Zealand,0,316212.5
New Zealand,5,315727.5
New Zealand,10,336009.5
New Zealand,15,326106.5
New Zealand,20,338115.0
New Zealand,25,366837.0
New Zealand,30,398216.5
New Zealand,35,358308.0
New Zealand,40,324285.5
New Zealand,45,310685.0
New Zealand,50,334498.0
New Zealand,55,318534.5
New Zealand,60,309998.5
New Zealand,65,263926.0
New Zealand,70,223459.5
New Zealand,75,172234.5
New Zealand,80,113298.0
New Zealand,85,61885.5
New Zealand,90,29586.0
New Zealand,95,8708.0
New Zealand,100,1468.0
Nicaragua,0,691656.5
Nicaragua,5,696798.0
Nicaragua,10,679705.5
Nicaragua,15,652259.5
Nicaragua,20,642742.0
Nicaragua,25,634944.0
Nicaragua,30,589536.5
Nicaragua,35,509179.0
Nicaragua,40,440521.0
Nicaragua,45,378825.5
Nicaragua,50,311157.5
Nicaragua,55,244332.5
Nicaragua,60,191269.0
Nicaragua,65,146562.0
Nicaragua,70,107788.5
Nicaragua,75,65992.5
Nicaragua,80,41689.5
Nicaragua,85,17152.5
Nicaragua,90,3714.0
Nicaragua,95,458.5
Nicaragua,100,26.5
Niue,0,136.5
Niue,5,164.5
Niue,10,195.0
Niue,15,158.0
Niue,20,81.5
Niue,25,83.0
Niue,30,109.0
Niue,35,118.0
Niue,40,119.0
Niue,45,141.0
Niue,50,128.0
Niue,55,99.5
Niue,60,104.5
Niue,65,110.0
Niue,70,76.5
Niue,75,44.5
Niue,80,44.5
Niue,85,21.0
Niue,90,1.0
Niue,95,0.0
Niue,100,0.0
Northern Mariana Islands,0,3009.5
Northern Mariana Islands,5,3179.5
Northern Mariana Islands,10,4099.0
Northern Mariana Islands,15,3349.0
Northern Mariana Islands,20,2947.5
Northern Mariana Islands,25,3902.0
Northern Mariana Islands,30,3074.0
Northern Mariana Islands,35,1536.5
Northern Mariana Islands,40,1941.5
Northern Mariana Islands,45,3160.0
Northern Mariana Islands,50,4679.0
Northern Mariana Islands,55,4969.0
Northern Mariana Islands,60,4075.5
Northern Mariana Islands,65,2985.0
Northern Mariana Islands,70,1646.0
Northern Mariana Islands,75,789.5
Northern Mariana Islands,80,290.5
Northern Mariana Islands,85,129.5
Northern Mariana Islands,90,29.5
Northern Mariana Islands,95,4.0
Northern Mariana Islands,100,0.0
Micronesia (Fed. States of),0,11413.0
Micronesia (Fed. States of),5,11278.5
Micronesia (Fed. States of),10,11787.5
Micronesia (Fed. States of),15,11773.5
Micronesia (Fed. States of),20,11313.5
Micronesia (Fed. States of),25,10484.0
Micronesia (Fed. States of),30,8572.0
Micronesia (Fed. States of),35,6488.5
Micronesia (Fed. States of),40,5700.5
Micronesia (Fed. States of),45,5277.0
Micronesia (Fed. States of),50,4932.0
Micronesia (Fed. States of),55,4649.0
Micronesia (Fed. States of),60,4187.0
Micronesia (Fed. States of),65,3424.5
Micronesia (Fed. States of),70,2188.5
Micronesia (Fed. States of),75,1038.0
Micronesia (Fed. States of),80,475.5
Micronesia (Fed. States of),85,188.0
Micronesia (Fed. States of),90,47.0
Micronesia (Fed. States of),95,6.5
Micronesia (Fed. States of),100,0.0
Marshall Islands,0,4046.5
Marshall Islands,5,4580.5
Marshall Islands,10,4793.0
Marshall Islands,15,3746.5
Marshall Islands,20,2987.0
Marshall Islands,25,2510.5
Marshall Islands,30,2783.0
Marshall Islands,35,3393.0
Marshall Islands,40,3223.0
Marshall Islands,45,2605.0
Marshall Islands,50,2198.5
Marshall Islands,55,1813.5
Marshall Islands,60,1321.0
Marshall Islands,65,1041.0
Marshall Islands,70,610.5
Marshall Islands,75,234.5
Marshall Islands,80,65.5
Marshall Islands,85,31.0
Marshall Islands,90,11.5
Marshall Islands,95,1.0
Marshall Islands,100,0.0
Palau,0,1346.5
Palau,5,1209.0
Palau,10,1250.0
Palau,15,1220.0
Palau,20,1238.0
Palau,25,1221.5
Palau,30,1119.0
Palau,35,1199.0
Palau,40,1318.0
Palau,45,1367.5
Palau,50,1373.0
Palau,55,1299.0
Palau,60,1045.0
Palau,65,804.5
Palau,70,532.5
Palau,75,290.5
Palau,80,153.5
Palau,85,55.5
Palau,90,14.5
Palau,95,1.0
Palau,100,0.0
Panama,0,380633.5
Panama,5,391408.0
Panama,10,382041.5
Panama,15,364344.0
Panama,20,351951.5
Panama,25,340546.0
Panama,30,329556.5
Panama,35,316184.5
Panama,40,291397.5
Panama,45,269566.0
Panama,50,250260.5
Panama,55,219401.0
Panama,60,178217.0
Panama,65,138009.5
Panama,70,102776.0
Panama,75,72242.5
Panama,80,47417.5
Panama,85,25943.5
Panama,90,11450.0
Panama,95,3826.5
Panama,100,913.5
Papua New Guinea,0,1218886.5
Papua New Guinea,5,1171746.5
Papua New Guinea,10,1111045.5
Papua New Guinea,15,1038536.0
Papua New Guinea,20,959498.5
Papua New Guinea,25,875846.5
Papua New Guinea,30,800419.5
Papua New Guinea,35,705035.0
Papua New Guinea,40,597958.0
Papua New Guinea,45,508643.5
Papua New Guinea,50,417275.0
Papua New Guinea,55,336370.0
Papua New Guinea,60,248486.5
Papua New Guinea,65,158049.0
Papua New Guinea,70,95874.5
Papua New Guinea,75,52580.5
Papua New Guinea,80,23519.5
Papua New Guinea,85,7915.0
Papua New Guinea,90,1883.5
Papua New Guinea,95,326.0
Papua New Guinea,100,35.5
Paraguay,0,678868.0
Paraguay,5,668627.5
Paraguay,10,621048.0
Paraguay,15,600114.5
Paraguay,20,597840.5
Paraguay,25,601312.0
Paraguay,30,571588.5
Paraguay,35,512354.5
Paraguay,40,423918.5
Paraguay,45,346455.0
Paraguay,50,308009.5
Paraguay,55,275960.5
Paraguay,60,218717.5
Paraguay,65,162957.5
Paraguay,70,117702.0
Paraguay,75,77589.5
Paraguay,80,45846.5
Paraguay,85,21039.5
Paraguay,90,8555.0
Paraguay,95,2587.0
Paraguay,100,432.0
Peru,0,2928309.5
Peru,5,2887856.0
Peru,10,3006531.5
Peru,15,2965000.0
Peru,20,2782243.5
Peru,25,2746920.0
Peru,30,2686597.5
Peru,35,2515168.5
Peru,40,2253338.0
Peru,45,2055685.5
Peru,50,1811374.5
Peru,55,1503435.0
Peru,60,1265381.5
Peru,65,1033245.0
Peru,70,794890.0
Peru,75,552082.0
Peru,80,345850.0
Peru,85,162438.0
Peru,90,46839.0
Peru,95,8598.0
Peru,100,935.5
Puerto Rico,0,129818.5
Puerto Rico,5,140167.0
Puerto Rico,10,164030.0
Puerto Rico,15,180800.0
Puerto Rico,20,202328.0
Puerto Rico,25,205693.5
Puerto Rico,30,199871.0
Puerto Rico,35,182346.0
Puerto Rico,40,207840.0
Puerto Rico,45,212882.5
Puerto Rico,50,217110.5
Puerto Rico,55,227456.5
Puerto Rico,60,228191.0
Puerto Rico,65,214795.5
Puerto Rico,70,188525.5
Puerto Rico,75,158242.5
Puerto Rico,80,102186.0
Puerto Rico,85,58107.5
Puerto Rico,90,27176.0
Puerto Rico,95,9801.0
Puerto Rico,100,2945.5
Saint Barthélemy,0,448.0
Saint Barthélemy,5,514.0
Saint Barthélemy,10,499.0
Saint Barthélemy,15,391.0
Saint Barthélemy,20,554.5
Saint Barthélemy,25,965.5
Saint Barthélemy,30,1067.0
Saint Barthélemy,35,930.5
Saint Barthélemy,40,868.0
Saint Barthélemy,45,883.5
Saint Barthélemy,50,1007.0
Saint Barthélemy,55,912.0
Saint Barthélemy,60,743.5
Saint Barthélemy,65,440.0
Saint Barthélemy,70,291.0
Saint Barthélemy,75,218.0
Saint Barthélemy,80,145.5
Saint Barthélemy,85,88.0
Saint Barthélemy,90,25.0
Saint Barthélemy,95,2.5
Saint Barthélemy,100,0.5
Saint Kitts and Nevis,0,2893.5
Saint Kitts and Nevis,5,3087.5
Saint Kitts and Nevis,10,3202.5
Saint Kitts and Nevis,15,3186.0
Saint Kitts and Nevis,20,3452.5
Saint Kitts and Nevis,25,3619.5
Saint Kitts and Nevis,30,3792.0
Saint Kitts and Nevis,35,3890.0
Saint Kitts and Nevis,40,3540.5
Saint Kitts and Nevis,45,3230.5
Saint Kitts and Nevis,50,3046.5
Saint Kitts and Nevis,55,2962.0
Saint Kitts and Nevis,60,2792.5
Saint Kitts and Nevis,65,2251.5
Saint Kitts and Nevis,70,1286.0
Saint Kitts and Nevis,75,704.5
Saint Kitts and Nevis,80,431.0
Saint Kitts and Nevis,85,242.0
Saint Kitts and Nevis,90,111.5
Saint Kitts and Nevis,95,30.5
Saint Kitts and Nevis,100,2.5
Anguilla,0,765.0
Anguilla,5,871.0
Anguilla,10,1048.5
Anguilla,15,892.5
Anguilla,20,822.5
Anguilla,25,992.0
Anguilla,30,1288.0
Anguilla,35,1613.0
Anguilla,40,1450.0
Anguilla,45,1262.5
Anguilla,50,1158.5
Anguilla,55,1077.0
Anguilla,60,883.0
Anguilla,65,715.0
Anguilla,70,526.5
Anguilla,75,285.5
Anguilla,80,149.5
Anguilla,85,73.0
Anguilla,90,22.0
Anguilla,95,4.5
Anguilla,100,0.0
Saint Lucia,0,10243.0
Saint Lucia,5,10591.5
Saint Lucia,10,11153.0
Saint Lucia,15,12459.0
Saint Lucia,20,14161.0
Saint Lucia,25,16078.5
Saint Lucia,30,15697.5
Saint Lucia,35,14397.0
Saint Lucia,40,13294.0
Saint Lucia,45,12441.5
Saint Lucia,50,12055.5
Saint Lucia,55,11360.0
Saint Lucia,60,9206.0
Saint Lucia,65,6635.0
Saint Lucia,70,4503.0
Saint Lucia,75,3128.5
Saint Lucia,80,1741.5
Saint Lucia,85,783.5
Saint Lucia,90,273.5
Saint Lucia,95,46.5
Saint Lucia,100,2.0
Saint Martin (French part),0,2367.0
Saint Martin (French part),5,2002.5
Saint Martin (French part),10,2413.5
Saint Martin (French part),15,2495.0
Saint Martin (French part),20,976.0
Saint Martin (French part),25,1696.5
Saint Martin (French part),30,1893.5
Saint Martin (French part),35,2123.0
Saint Martin (French part),40,2250.0
Saint Martin (French part),45,2477.0
Saint Martin (French part),50,2645.5
Saint Martin (French part),55,2741.0
Saint Martin (French part),60,2221.0
Saint Martin (French part),65,1534.0
Saint Martin (French part),70,1134.5
Saint Martin (French part),75,600.5
Saint Martin (French part),80,297.0
Saint Martin (French part),85,145.0
Saint Martin (French part),90,51.5
Saint Martin (French part),95,11.0
Saint Martin (French part),100,2.0
Saint Pierre and Miquelon,0,240.5
Saint Pierre and Miquelon,5,343.0
Saint Pierre and Miquelon,10,374.0
Saint Pierre and Miquelon,15,373.5
Saint Pierre and Miquelon,20,211.0
Saint Pierre and Miquelon,25,244.5
Saint Pierre and Miquelon,30,341.5
Saint Pierre and Miquelon,35,368.5
Saint Pierre and Miquelon,40,380.0
Saint Pierre and Miquelon,45,538.0
Saint Pierre and Miquelon,50,546.0
Saint Pierre and Miquelon,55,455.0
Saint Pierre and Miquelon,60,393.5
Saint Pierre and Miquelon,65,347.5
Saint Pierre and Miquelon,70,219.5
Saint Pierre and Miquelon,75,197.0
Saint Pierre and Miquelon,80,145.5
Saint Pierre and Miquelon,85,80.0
Saint Pierre and Miquelon,90,31.5
Saint Pierre and Miquelon,95,10.0
Saint Pierre and Miquelon,100,0.0
Saint Vincent and the Grenadines,0,6687.0
Saint Vincent and the Grenadines,5,7741.0
Saint Vincent and the Grenadines,10,8076.5
Saint Vincent and the Grenadines,15,7438.5
Saint Vincent and the Grenadines,20,7633.0
Saint Vincent and the Grenadines,25,8002.5
Saint Vincent and the Grenadines,30,7397.5
Saint Vincent and the Grenadines,35,7040.5
Saint Vincent and the Grenadines,40,7253.0
Saint Vincent and the Grenadines,45,6918.0
Saint Vincent and the Grenadines,50,6216.5
Saint Vincent and the Grenadines,55,6260.0
Saint Vincent and the Grenadines,60,5655.5
Saint Vincent and the Grenadines,65,4253.0
Saint Vincent and the Grenadines,70,2910.5
Saint Vincent and the Grenadines,75,1904.5
Saint Vincent and the Grenadines,80,1231.0
Saint Vincent and the Grenadines,85,705.0
Saint Vincent and the Grenadines,90,280.5
Saint Vincent and the Grenadines,95,81.0
Saint Vincent and the Grenadines,100,13.5
Suriname,0,54482.0
Suriname,5,53787.5
Suriname,10,53849.0
Suriname,15,54797.0
Suriname,20,53716.5
Suriname,25,48107.5
Suriname,30,43941.5
Suriname,35,43869.0
Suriname,40,40369.0
Suriname,45,35616.5
Suriname,50,35407.0
Suriname,55,32102.0
Suriname,60,25907.0
Suriname,65,18268.5
Suriname,70,12365.0
Suriname,75,7915.0
Suriname,80,5009.5
Suriname,85,2376.0
Suriname,90,1024.5
Suriname,95,271.0
Suriname,100,55.5
Tokelau,0,168.5
Tokelau,5,163.0
Tokelau,10,191.0
Tokelau,15,196.0
Tokelau,20,149.0
Tokelau,25,137.5
Tokelau,30,112.0
Tokelau,35,111.0
Tokelau,40,120.0
Tokelau,45,102.0
Tokelau,50,83.0
Tokelau,55,113.0
Tokelau,60,84.0
Tokelau,65,44.5
Tokelau,70,50.0
Tokelau,75,25.0
Tokelau,80,28.5
Tokelau,85,11.5
Tokelau,90,3.0
Tokelau,95,0.0
Tokelau,100,0.0
Tonga,0,12049.0
Tonga,5,12322.0
Tonga,10,12268.5
Tonga,15,11377.5
Tonga,20,9780.5
Tonga,25,7754.0
Tonga,30,6561.0
Tonga,35,6136.0
Tonga,40,5669.0
Tonga,45,4933.5
Tonga,50,4952.0
Tonga,55,4151.5
Tonga,60,3092.0
Tonga,65,2372.0
Tonga,70,1728.5
Tonga,75,1272.0
Tonga,80,818.5
Tonga,85,381.5
Tonga,90,131.0
Tonga,95,22.0
Tonga,100,1.0
Trinidad and Tobago,0,88677.5
Trinidad and Tobago,5,97240.0
Trinidad and Tobago,10,102057.0
Trinidad and Tobago,15,99333.5
Trinidad and Tobago,20,97120.5
Trinidad and Tobago,25,100116.0
Trinidad and Tobago,30,116252.0
Trinidad and Tobago,35,138063.5
Trinidad and Tobago,40,132895.5
Trinidad and Tobago,45,107399.5
Trinidad and Tobago,50,92180.5
Trinidad and Tobago,55,89978.0
Trinidad and Tobago,60,89667.5
Trinidad and Tobago,65,70618.5
Trinidad and Tobago,70,51344.5
Trinidad and Tobago,75,31422.0
Trinidad and Tobago,80,17222.5
Trinidad and Tobago,85,8407.0
Trinidad and Tobago,90,3610.5
Trinidad and Tobago,95,1127.5
Trinidad and Tobago,100,203.5
Turks and Caicos Islands,0,2763.5
Turks and Caicos Islands,5,2493.0
Turks and Caicos Islands,10,2409.5
Turks and Caicos Islands,15,2536.0
Turks and Caicos Islands,20,2785.0
Turks and Caicos Islands,25,3280.0
Turks and Caicos Islands,30,3493.0
Turks and Caicos Islands,35,4032.5
Turks and Caicos Islands,40,4217.5
Turks and Caicos Islands,45,3964.5
Turks and Caicos Islands,50,3646.0
Turks and Caicos Islands,55,3045.5
Turks and Caicos Islands,60,2543.5
Turks and Caicos Islands,65,1770.0
Turks and Caicos Islands,70,1317.5
Turks and Caicos Islands,75,788.0
Turks and Caicos Islands,80,528.5
Turks and Caicos Islands,85,294.5
Turks and Caicos Islands,90,122.0
Turks and Caicos Islands,95,29.5
Turks and Caicos Islands,100,2.0
Tuvalu,0,1278.0
Tuvalu,5,1172.5
Tuvalu,10,1167.0
Tuvalu,15,986.0
Tuvalu,20,906.5
Tuvalu,25,905.5
Tuvalu,30,900.5
Tuvalu,35,744.5
Tuvalu,40,571.0
Tuvalu,45,462.5
Tuvalu,50,455.0
Tuvalu,55,549.0
Tuvalu,60,536.5
Tuvalu,65,352.5
Tuvalu,70,215.5
Tuvalu,75,101.5
Tuvalu,80,62.0
Tuvalu,85,25.0
Tuvalu,90,5.0
Tuvalu,95,0.0
Tuvalu,100,0.0
United States of America,0,18772017.0
United States of America,5,20265806.5
United States of America,10,21055998.5
United States of America,15,22398945.5
United States of America,20,22348827.0
United States of America,25,22516732.5
United States of America,30,23845889.5
United States of America,35,22840194.5
United States of America,40,22188817.5
United States of America,45,20346434.5
United States of America,50,21220017.0
United States of America,55,21012888.0
United States of America,60,21385673.5
United States of America,65,19330996.0
United States of America,70,15293937.5
United States of America,75,11414867.0
United States of America,80,7013985.5
United States of America,85,4066933.0
United States of America,90,2038889.0
United States of America,95,534414.0
United States of America,100,104300.0
United States Virgin Islands,0,5719.0
United States Virgin Islands,5,6353.0
United States Virgin Islands,10,6788.5
United States Virgin Islands,15,5704.0
United States Virgin Islands,20,4656.0
United States Virgin Islands,25,4784.5
United States Virgin Islands,30,5140.0
United States Virgin Islands,35,5357.0
United States Virgin Islands,40,6122.0
United States Virgin Islands,45,6204.0
United States Virgin Islands,50,6813.0
United States Virgin Islands,55,7284.0
United States Virgin Islands,60,7206.0
United States Virgin Islands,65,6514.5
United States Virgin Islands,70,5591.0
United States Virgin Islands,75,4531.0
United States Virgin Islands,80,2477.5
United States Virgin Islands,85,1047.5
United States Virgin Islands,90,364.0
United States Virgin Islands,95,82.5
United States Virgin Islands,100,11.0
Uruguay,0,180481.5
Uruguay,5,226630.0
Uruguay,10,234591.0
Uruguay,15,238945.5
Uruguay,20,246436.0
Uruguay,25,257522.5
Uruguay,30,246871.0
Uruguay,35,226079.0
Uruguay,40,216829.0
Uruguay,45,229081.5
Uruguay,50,201485.0
Uruguay,55,196203.5
Uruguay,60,181626.0
Uruguay,65,155513.5
Uruguay,70,125127.0
Uruguay,75,99715.5
Uruguay,80,73173.5
Uruguay,85,47735.0
Uruguay,90,25744.5
Uruguay,95,10201.5
Uruguay,100,3116.5
Venezuela (Bolivarian Republic of),0,2264854.0
Venezuela (Bolivarian Republic of),5,2636979.5
Venezuela (Bolivarian Republic of),10,2808944.0
Venezuela (Bolivarian Republic of),15,2762016.0
Venezuela (Bolivarian Republic of),20,2307285.0
Venezuela (Bolivarian Republic of),25,1897618.0
Venezuela (Bolivarian Republic of),30,1856753.0
Venezuela (Bolivarian Republic of),35,1865663.0
Venezuela (Bolivarian Republic of),40,1837422.5
Venezuela (Bolivarian Republic of),45,1743536.5
Venezuela (Bolivarian Republic of),50,1603486.5
Venezuela (Bolivarian Republic of),55,1458621.0
Venezuela (Bolivarian Republic of),60,1253409.5
Venezuela (Bolivarian Republic of),65,990232.0
Venezuela (Bolivarian Republic of),70,687941.5
Venezuela (Bolivarian Republic of),75,466271.0
Venezuela (Bolivarian Republic of),80,267822.0
Venezuela (Bolivarian Republic of),85,104264.5
Venezuela (Bolivarian Republic of),90,23168.0
Venezuela (Bolivarian Republic of),95,2181.0
Venezuela (Bolivarian Republic of),100,30.5
Wallis and Futuna Islands,0,688.5
Wallis and Futuna Islands,5,845.5
Wallis and Futuna Islands,10,1005.0
Wallis and Futuna Islands,15,1019.0
Wallis and Futuna Islands,20,729.0
Wallis and Futuna Islands,25,546.0
Wallis and Futuna Islands,30,585.5
Wallis and Futuna Islands,35,612.0
Wallis and Futuna Islands,40,750.5
Wallis and Futuna Islands,45,873.5
Wallis and Futuna Islands,50,885.0
Wallis and Futuna Islands,55,685.5
Wallis and Futuna Islands,60,660.5
Wallis and Futuna Islands,65,524.0
Wallis and Futuna Islands,70,432.5
Wallis and Futuna Islands,75,334.5
Wallis and Futuna Islands,80,178.5
Wallis and Futuna Islands,85,107.0
Wallis and Futuna Islands,90,32.5
Wallis and Futuna Islands,95,7.0
Wallis and Futuna Islands,100,0.0
Samoa,0,29249.0
Samoa,5,28690.5
Samoa,10,26588.0
Samoa,15,22114.5
Samoa,20,18249.5
Samoa,25,16709.5
Samoa,30,14364.0
Samoa,35,11368.0
Samoa,40,11009.5
Samoa,45,10875.5
Samoa,50,9423.5
Samoa,55,8253.0
Samoa,60,6735.0
Samoa,65,4980.0
Samoa,70,3258.5
Samoa,75,1967.0
Samoa,80,1173.0
Samoa,85,494.0
Samoa,90,146.5
Samoa,95,30.5
Samoa,100,2.0
