Location,Year,Alcohol,Tobacco,Lifeexpectancy,Population,Continent
Brazil,2015,8.2,14.9,74.3,205188208.0,South-America
Brazil,2015,8.2,14.9,74.3,205188208.0,South-America
Brazil,2015,8.2,13.5,74.3,205188208.0,South-America
Republic of Korea,2015,8.5,23.3,,,
Republic of Korea,2015,8.5,23.3,,,
Republic of Korea,2015,8.5,22.1,,,
Croatia,2015,8.6,32.5,77.6,4254821.0,Europe
Croatia,2015,8.6,32.5,77.6,4254821.0,Europe
Croatia,2015,8.6,29.3,77.6,4254821.0,Europe
Saint Lucia,2015,8.6,15.2,73.1,175638.0,North-America
Saint Lucia,2015,8.6,15.2,73.1,175638.0,North-America
Saint Lucia,2015,8.6,12.7,73.1,175638.0,North-America
Argentina,2015,8.6,25.9,76.8,43257064.0,South-America
Argentina,2015,8.6,25.9,76.8,43257064.0,South-America
Argentina,2015,8.6,23.6,76.8,43257064.0,South-America
Gabon,2015,8.6,,65.5,2028524.0,Africa
Equatorial Guinea,2015,8.7,,60.1,1346974.0,Africa
Viet Nam,2015,8.9,24.5,,,
Viet Nam,2015,8.9,23.2,,,
Viet Nam,2015,8.9,17.5,,,
South Africa,2015,8.9,20.6,63.9,55876504.0,Africa
South Africa,2015,8.9,20.6,63.9,55876504.0,Africa
South Africa,2015,8.9,16.6,63.9,55876504.0,Africa
Niue,2015,9.1,,70.1,1871.0,Oceania
Barbados,2015,9.2,7.1,76.7,278095.0,North-America
Barbados,2015,9.2,7.1,76.7,278095.0,North-America
Barbados,2015,9.2,5.8,76.7,278095.0,North-America
Sweden,2015,9.4,27.8,82.2,9849344.0,Europe
Sweden,2015,9.4,16.9,82.2,9849344.0,Europe
Sweden,2015,9.4,12.4,82.2,9849344.0,Europe
Finland,2015,9.4,24.0,81.4,5479457.0,Europe
Finland,2015,9.4,18.1,81.4,5479457.0,Europe
Finland,2015,9.4,16.1,81.4,5479457.0,Europe
Netherlands,2015,9.4,23.7,81.5,17041110.0,Europe
Netherlands,2015,9.4,23.7,81.5,17041110.0,Europe
Netherlands,2015,9.4,20.3,81.5,17041110.0,Europe
United States of America,2015,9.5,25.2,,,
United States of America,2015,9.5,22.2,,,
United States of America,2015,9.5,17.9,,,
Denmark,2015,9.6,21.3,80.7,5677795.0,Europe
Denmark,2015,9.6,21.3,80.7,5677795.0,Europe
Denmark,2015,9.6,18.9,80.7,5677795.0,Europe
Montenegro,2015,9.6,33.7,76.8,633969.0,Europe
Montenegro,2015,9.6,33.7,76.8,633969.0,Europe
Montenegro,2015,9.6,31.8,76.8,633969.0,Europe
Ukraine,2015,9.7,25.8,73.5,44982568.0,Europe
Ukraine,2015,9.7,25.8,73.5,44982568.0,Europe
Ukraine,2015,9.7,24.6,73.5,44982568.0,Europe
Burkina Faso,2015,9.7,16.6,58.8,18718022.0,Africa
Burkina Faso,2015,9.7,11.9,58.8,18718022.0,Africa
Burkina Faso,2015,9.7,9.5,58.8,18718022.0,Africa
Mongolia,2015,9.7,29.9,69.5,2964756.0,Asia
Mongolia,2015,9.7,28.5,69.5,2964756.0,Asia
Mongolia,2015,9.7,26.5,69.5,2964756.0,Asia
New Zealand,2015,9.7,15.4,82.0,4590591.0,Oceania
New Zealand,2015,9.7,15.4,82.0,4590591.0,Oceania
New Zealand,2015,9.7,14.6,82.0,4590591.0,Oceania
Canada,2015,9.9,15.3,81.9,35732120.0,North-America
Canada,2015,9.9,15.3,81.9,35732120.0,North-America
Canada,2015,9.9,14.5,81.9,35732120.0,North-America
Spain,2015,9.9,27.4,82.6,46431344.0,Europe
Spain,2015,9.9,27.4,82.6,46431344.0,Europe
Spain,2015,9.9,25.5,82.6,46431344.0,Europe
Kuwait,2010,0.0,25.0,78.0,2943364.0,Asia
Kuwait,2010,0.0,25.0,78.0,2943364.0,Asia
Kuwait,2010,0.0,18.5,78.0,2943364.0,Asia
Mauritania,2010,0.0,14.7,63.1,3419462.0,Africa
Mauritania,2010,0.0,10.2,63.1,3419462.0,Africa
Mauritania,2010,0.0,9.3,63.1,3419462.0,Africa
Saudi Arabia,2010,0.0,17.6,75.8,29411930.0,Asia
Saudi Arabia,2010,0.0,15.7,75.8,29411930.0,Asia
Saudi Arabia,2010,0.0,12.1,75.8,29411930.0,Asia
Somalia,2010,0.0,,50.6,12026650.0,Africa
Afghanistan,2010,0.0,29.1,60.9,28189672.0,Asia
Afghanistan,2010,0.0,14.6,60.9,28189672.0,Asia
Afghanistan,2010,0.0,11.6,60.9,28189672.0,Asia
Bangladesh,2010,0.0,40.0,68.6,148391136.0,Asia
Bangladesh,2010,0.0,22.9,68.6,148391136.0,Asia
Bangladesh,2010,0.0,17.5,68.6,148391136.0,Asia
Libya,2010,0.0,,72.4,6491991.0,Africa
Sudan,2010,0.0,,63.0,33739932.0,Africa
Yemen,2010,0.1,23.9,67.3,24743944.0,Asia
Yemen,2010,0.1,19.5,67.3,24743944.0,Asia
Yemen,2010,0.1,13.8,67.3,24743944.0,Asia
Indonesia,2010,0.1,36.1,68.7,244016176.0,Asia
Indonesia,2010,0.1,33.6,68.7,244016176.0,Asia
Indonesia,2010,0.1,30.7,68.7,244016176.0,Asia
Pakistan,2010,0.1,25.0,64.4,194454496.0,Asia
Pakistan,2010,0.1,16.2,64.4,194454496.0,Asia
Pakistan,2010,0.1,12.8,64.4,194454496.0,Asia
Niger,2010,0.2,8.6,58.4,16647545.0,Africa
Niger,2010,0.2,7.1,58.4,16647545.0,Africa
Niger,2010,0.2,6.2,58.4,16647545.0,Africa
Comoros,2010,0.2,26.0,61.1,656032.0,Africa
Comoros,2010,0.2,15.0,61.1,656032.0,Africa
Comoros,2010,0.2,11.8,61.1,656032.0,Africa
Egypt,2010,0.2,21.1,69.7,87252416.0,Africa
Egypt,2010,0.2,21.1,69.7,87252416.0,Africa
Egypt,2010,0.2,16.2,69.7,87252416.0,Africa
Iraq,2010,0.2,19.0,67.1,31264880.0,Asia
Iraq,2010,0.2,19.0,67.1,31264880.0,Asia
Iraq,2010,0.2,14.1,67.1,31264880.0,Asia
Timor-Leste,2010,0.3,44.7,,,
Timor-Leste,2010,0.3,36.2,,,
Timor-Leste,2010,0.3,35.2,,,
Guinea,2010,0.3,,56.7,10270728.0,Africa
Sierra Leone,2010,0.3,20.8,53.7,6436699.0,Africa
Sierra Leone,2010,0.3,18.8,53.7,6436699.0,Africa
Sierra Leone,2010,0.3,16.5,53.7,6436699.0,Africa
Brunei Darussalam,2010,0.3,17.7,,,
Brunei Darussalam,2010,0.3,17.7,,,
Brunei Darussalam,2010,0.3,14.9,,,
Algeria,2010,0.4,22.7,73.8,35856348.0,Africa
Algeria,2010,0.4,16.5,73.8,35856348.0,Africa
Algeria,2010,0.4,14.4,73.8,35856348.0,Africa
Senegal,2010,0.4,9.2,64.6,12530128.0,Africa
Senegal,2010,0.4,8.3,64.6,12530128.0,Africa
Senegal,2010,0.4,6.9,64.6,12530128.0,Africa
Jordan,2010,0.5,33.5,74.0,6931263.0,Asia
Jordan,2010,0.5,33.5,74.0,6931263.0,Asia
Jordan,2010,0.5,25.8,74.0,6931263.0,Asia
Morocco,2010,0.5,16.9,70.8,32464866.0,Africa
Morocco,2010,0.5,16.9,70.8,32464866.0,Africa
Morocco,2010,0.5,13.8,70.8,32464866.0,Africa
Malaysia,2010,0.6,26.9,74.4,28717728.0,Asia
Malaysia,2010,0.6,25.5,74.4,28717728.0,Asia
Malaysia,2010,0.6,22.1,74.4,28717728.0,Asia
Tajikistan,2010,0.7,,67.7,7621785.0,Asia
Bhutan,2010,0.7,25.8,68.4,705523.0,Asia
Bhutan,2010,0.7,10.6,68.4,705523.0,Asia
Bhutan,2010,0.7,7.4,68.4,705523.0,Asia
Kiribati,2010,0.7,50.4,65.0,108011.0,Oceania
Kiribati,2010,0.7,50.4,65.0,108011.0,Oceania
Kiribati,2010,0.7,42.1,65.0,108011.0,Oceania
Djibouti,2010,0.7,,60.3,919206.0,Africa
Oman,2010,0.9,9.5,76.3,2881915.0,Asia
Oman,2010,0.9,8.4,76.3,2881915.0,Asia
Oman,2010,0.9,6.9,76.3,2881915.0,Asia
Syrian Arab Republic,2010,1.0,,,,
Nepal,2010,1.0,38.7,66.8,27161572.0,Asia
Nepal,2010,1.0,23.4,66.8,27161572.0,Asia
Nepal,2010,1.0,20.9,66.8,27161572.0,Asia
Iran (Islamic Republic of),2010,1.1,16.4,,,
Iran (Islamic Republic of),2010,1.1,12.4,,,
Iran (Islamic Republic of),2010,1.1,10.2,,,
Madagascar,2010,1.1,35.2,62.9,21731052.0,Africa
Madagascar,2010,1.1,18.2,62.9,21731052.0,Africa
Madagascar,2010,1.1,15.5,62.9,21731052.0,Africa
Solomon Islands,2010,1.1,41.0,68.7,540402.0,Oceania
Solomon Islands,2010,1.1,41.0,68.7,540402.0,Oceania
Solomon Islands,2010,1.1,33.8,68.7,540402.0,Oceania
Myanmar,2010,1.1,52.3,63.3,49390988.0,Asia
Myanmar,2010,1.1,27.3,63.3,49390988.0,Asia
Myanmar,2010,1.1,20.3,63.3,49390988.0,Asia
Tonga,2010,1.2,31.9,70.3,107401.0,Oceania
Tonga,2010,1.2,31.9,70.3,107401.0,Oceania
Tonga,2010,1.2,27.6,70.3,107401.0,Oceania
Qatar,2010,1.2,19.5,78.4,1713512.0,Asia
Qatar,2010,1.2,17.0,78.4,1713512.0,Asia
Qatar,2010,1.2,13.9,78.4,1713512.0,Asia
Mozambique,2010,1.2,,54.2,23073732.0,Africa
Rwanda,2010,1.2,15.2,62.5,10309032.0,Africa
Rwanda,2010,1.2,11.7,62.5,10309032.0,Africa
Rwanda,2010,1.2,6.8,62.5,10309032.0,Africa
Papua New Guinea,2010,1.4,47.9,63.0,7583269.0,Oceania
Papua New Guinea,2010,1.4,47.9,63.0,7583269.0,Oceania
Papua New Guinea,2010,1.4,35.6,63.0,7583269.0,Oceania
Eritrea,2010,1.4,,63.8,3147733.0,Africa
Maldives,2010,1.6,35.6,77.7,361579.0,Asia
Maldives,2010,1.6,32.1,77.7,361579.0,Asia
Maldives,2010,1.6,25.8,77.7,361579.0,Asia
Tuvalu,2010,1.6,41.0,64.0,10570.0,Oceania
Tuvalu,2010,1.6,41.0,64.0,10570.0,Oceania
Tuvalu,2010,1.6,33.6,64.0,10570.0,Oceania
Vanuatu,2010,1.7,,69.6,245464.0,Oceania
Tunisia,2010,1.7,24.7,75.4,10895063.0,Africa
Tunisia,2010,1.7,24.7,75.4,10895063.0,Africa
Tunisia,2010,1.7,22.8,75.4,10895063.0,Africa
Ethiopia,2010,1.7,5.0,59.7,89237800.0,Africa
Ethiopia,2010,1.7,3.5,59.7,89237800.0,Africa
Ethiopia,2010,1.7,2.9,59.7,89237800.0,Africa
Azerbaijan,2010,1.8,22.5,69.5,9237203.0,Asia
Azerbaijan,2010,1.8,22.5,69.5,9237203.0,Asia
Azerbaijan,2010,1.8,17.6,69.5,9237203.0,Asia
Uzbekistan,2010,1.8,20.4,69.2,28614234.0,Asia
Uzbekistan,2010,1.8,12.3,69.2,28614234.0,Asia
Uzbekistan,2010,1.8,10.4,69.2,28614234.0,Asia
Lebanon,2010,1.8,34.5,78.2,4995799.0,Asia
Lebanon,2010,1.8,34.5,78.2,4995799.0,Asia
Lebanon,2010,1.8,27.8,78.2,4995799.0,Asia
Togo,2010,1.8,8.7,57.3,6571862.0,Africa
Togo,2010,1.8,6.9,57.3,6571862.0,Africa
Togo,2010,1.8,5.3,57.3,6571862.0,Africa
Singapore,2010,1.9,16.9,81.7,5163585.0,Asia
Singapore,2010,1.9,16.9,81.7,5163585.0,Asia
Singapore,2010,1.9,15.0,81.7,5163585.0,Asia
Canada,2010,10.2,18.8,81.3,33963416.0,North-America
Canada,2010,10.2,18.8,81.3,33963416.0,North-America
Canada,2010,10.2,17.7,81.3,33963416.0,North-America
Netherlands,2010,10.2,26.8,80.8,16617121.0,Europe
Netherlands,2010,10.2,26.8,80.8,16617121.0,Europe
Netherlands,2010,10.2,22.9,80.8,16617121.0,Europe
New Zealand,2010,10.3,19.1,81.1,4346345.0,Oceania
New Zealand,2010,10.3,19.1,81.1,4346345.0,Oceania
New Zealand,2010,10.3,18.2,81.1,4346345.0,Oceania
Lao People's Democratic Republic,2010,10.4,34.6,,,
Lao People's Democratic Republic,2010,10.4,31.1,,,
Lao People's Democratic Republic,2010,10.4,26.6,,,
Denmark,2010,10.4,25.9,79.2,5550850.0,Europe
Denmark,2010,10.4,25.9,79.2,5550850.0,Europe
Denmark,2010,10.4,23.1,79.2,5550850.0,Europe
Montenegro,2010,10.4,35.2,76.1,631048.0,Europe
Montenegro,2010,10.4,35.2,76.1,631048.0,Europe
Montenegro,2010,10.4,33.1,76.1,631048.0,Europe
Slovakia,2010,10.5,30.6,75.5,5396428.0,Europe
Slovakia,2010,10.5,30.6,75.5,5396428.0,Europe
Slovakia,2010,10.5,25.6,75.5,5396428.0,Europe
Bulgaria,2010,10.7,38.6,73.8,7592271.0,Europe
Bulgaria,2010,10.7,38.6,73.8,7592271.0,Europe
Bulgaria,2010,10.7,35.3,73.8,7592271.0,Europe
Finland,2010,10.7,27.7,80.0,5363279.0,Europe
Finland,2010,10.7,20.9,80.0,5363279.0,Europe
Finland,2010,10.7,18.5,80.0,5363279.0,Europe
Hungary,2010,10.8,32.4,74.5,9986832.0,Europe
Hungary,2010,10.8,32.4,74.5,9986832.0,Europe
Hungary,2010,10.8,30.0,74.5,9986832.0,Europe
Andorra,2010,10.8,34.9,82.8,71542.0,Europe
Andorra,2010,10.8,34.9,82.8,71542.0,Europe
Andorra,2010,10.8,28.7,82.8,71542.0,Europe
Latvia,2010,11.0,35.9,73.0,2101537.0,Europe
Latvia,2010,11.0,33.1,73.0,2101537.0,Europe
Latvia,2010,11.0,29.8,73.0,2101537.0,Europe
United Kingdom of Great Britain and Northern Ireland,2010,11.0,22.7,,,
United Kingdom of Great Britain and Northern Ireland,2010,11.0,22.7,,,
United Kingdom of Great Britain and Northern Ireland,2010,11.0,19.7,,,
Slovenia,2010,11.1,21.6,79.7,2057294.0,Europe
Slovenia,2010,11.1,21.6,79.7,2057294.0,Europe
Slovenia,2010,11.1,20.1,79.7,2057294.0,Europe
Australia,2010,11.1,17.9,82.1,22019166.0,Oceania
Australia,2010,11.1,17.9,82.1,22019166.0,Oceania
Australia,2010,11.1,14.5,82.1,22019166.0,Oceania
Poland,2010,11.3,30.4,76.3,38597356.0,Europe
Poland,2010,11.3,30.4,76.3,38597356.0,Europe
Poland,2010,11.3,28.4,76.3,38597356.0,Europe
Belgium,2010,11.3,27.3,80.0,10877948.0,Europe
Belgium,2010,11.3,25.4,80.0,10877948.0,Europe
Belgium,2010,11.3,23.7,80.0,10877948.0,Europe
Switzerland,2010,11.3,25.1,82.3,7822444.0,Europe
Switzerland,2010,11.3,25.1,82.3,7822444.0,Europe
Switzerland,2010,11.3,21.8,82.3,7822444.0,Europe
Republic of Moldova,2010,11.4,25.4,,,
Republic of Moldova,2010,11.4,23.9,,,
Republic of Moldova,2010,11.4,21.9,,,
Portugal,2010,11.4,22.3,80.0,10588401.0,Europe
Portugal,2010,11.4,22.3,80.0,10588401.0,Europe
Portugal,2010,11.4,20.0,80.0,10588401.0,Europe
Ukraine,2010,11.7,28.3,70.6,45683024.0,Europe
Ukraine,2010,11.7,28.3,70.6,45683024.0,Europe
Ukraine,2010,11.7,27.0,70.6,45683024.0,Europe
United Republic of Tanzania,2010,11.9,13.7,,,
United Republic of Tanzania,2010,11.9,12.0,,,
United Republic of Tanzania,2010,11.9,10.2,,,
Luxembourg,2010,12.1,25.3,80.6,507075.0,Europe
Luxembourg,2010,12.1,25.3,80.6,507075.0,Europe
Luxembourg,2010,12.1,22.4,80.6,507075.0,Europe
Austria,2010,12.2,34.1,80.5,8362829.0,Europe
Austria,2010,12.2,34.1,80.5,8362829.0,Europe
Austria,2010,12.2,31.9,80.5,8362829.0,Europe
Ireland,2010,12.2,26.3,80.5,4524581.0,Europe
Ireland,2010,12.2,26.3,80.5,4524581.0,Europe
Ireland,2010,12.2,24.3,80.5,4524581.0,Europe
France,2010,12.3,30.5,81.4,62444568.0,Europe
France,2010,12.3,30.5,81.4,62444568.0,Europe
France,2010,12.3,27.6,81.4,62444568.0,Europe
Germany,2010,12.4,25.9,80.1,81325088.0,Europe
Germany,2010,12.4,25.9,80.1,81325088.0,Europe
Germany,2010,12.4,23.5,80.1,81325088.0,Europe
Cameroon,2010,12.5,8.8,56.6,19878044.0,Africa
Cameroon,2010,12.5,6.9,56.6,19878044.0,Africa
Cameroon,2010,12.5,6.8,56.6,19878044.0,Africa
Czechia,2010,13.3,30.7,77.6,10464750.0,Europe
Czechia,2010,13.3,30.7,77.6,10464750.0,Europe
Czechia,2010,13.3,26.2,77.6,10464750.0,Europe
Russian Federation,2010,13.8,28.8,,,
Russian Federation,2010,13.8,28.8,,,
Russian Federation,2010,13.8,28.4,,,
Uganda,2010,14.0,10.0,57.1,32341724.0,Africa
Uganda,2010,14.0,8.0,57.1,32341724.0,Africa
Uganda,2010,14.0,6.8,57.1,32341724.0,Africa
Lithuania,2010,14.1,33.6,73.4,3139021.0,Europe
Lithuania,2010,14.1,28.0,73.4,3139021.0,Europe
Lithuania,2010,14.1,25.7,73.4,3139021.0,Europe
Estonia,2010,14.2,34.3,75.7,1331535.0,Europe
Estonia,2010,14.2,30.8,75.7,1331535.0,Europe
Estonia,2010,14.2,27.9,75.7,1331535.0,Europe
Georgia,2010,14.8,29.6,72.1,3836834.0,Asia
Georgia,2010,14.8,29.6,72.1,3836834.0,Asia
Georgia,2010,14.8,26.6,72.1,3836834.0,Asia
Belarus,2010,15.0,33.9,71.1,9731426.0,Europe
Belarus,2010,15.0,29.0,71.1,9731426.0,Europe
Belarus,2010,15.0,27.4,71.1,9731426.0,Europe
Romania,2010,17.6,31.5,74.0,20335212.0,Europe
Romania,2010,17.6,31.2,74.0,20335212.0,Europe
Romania,2010,17.6,28.1,74.0,20335212.0,Europe
United Arab Emirates,2010,2.0,19.0,78.3,8481775.0,Asia
United Arab Emirates,2010,2.0,19.0,78.3,8481775.0,Asia
United Arab Emirates,2010,2.0,14.2,78.3,8481775.0,Asia
Guatemala,2010,2.0,13.0,70.9,14543126.0,North-America
Guatemala,2010,2.0,13.0,70.9,14543126.0,North-America
Guatemala,2010,2.0,11.2,70.9,14543126.0,North-America
Türkiye,2010,2.1,32.7,,,
Türkiye,2010,2.1,32.7,,,
Türkiye,2010,2.1,30.7,,,
Bahrain,2010,2.3,22.3,78.7,1213655.0,Asia
Bahrain,2010,2.3,22.3,78.7,1213655.0,Asia
Bahrain,2010,2.3,16.8,78.7,1213655.0,Asia
Central African Republic,2010,2.5,,49.3,4660066.0,Africa
Micronesia (Federated States of),2010,2.5,,,,
Kenya,2010,2.5,12.2,60.6,41517896.0,Africa
Kenya,2010,2.5,10.6,60.6,41517896.0,Africa
Kenya,2010,2.5,9.0,60.6,41517896.0,Africa
Samoa,2010,2.6,30.9,72.2,194686.0,Oceania
Samoa,2010,2.6,30.1,72.2,194686.0,Oceania
Samoa,2010,2.6,25.2,72.2,194686.0,Oceania
Sri Lanka,2010,2.6,23.7,73.2,20668556.0,Asia
Sri Lanka,2010,2.6,12.5,73.2,20668556.0,Asia
Sri Lanka,2010,2.6,8.4,73.2,20668556.0,Asia
Turkmenistan,2010,2.7,8.8,68.3,5267975.0,Asia
Turkmenistan,2010,2.7,7.7,68.3,5267975.0,Asia
Turkmenistan,2010,2.7,6.8,68.3,5267975.0,Asia
El Salvador,2010,2.7,10.9,71.8,6114039.0,North-America
El Salvador,2010,2.7,10.9,71.8,6114039.0,North-America
El Salvador,2010,2.7,9.5,71.8,6114039.0,North-America
Fiji,2010,2.8,29.9,67.3,905176.0,Oceania
Fiji,2010,2.8,29.9,67.3,905176.0,Oceania
Fiji,2010,2.8,25.8,67.3,905176.0,Oceania
Côte d’Ivoire,2010,2.8,13.5,,,
Côte d’Ivoire,2010,2.8,13.2,,,
Côte d’Ivoire,2010,2.8,12.5,,,
Jamaica,2010,3.0,12.6,72.6,2733904.0,North-America
Jamaica,2010,3.0,12.6,72.6,2733904.0,North-America
Jamaica,2010,3.0,11.2,72.6,2733904.0,North-America
Democratic Republic of the Congo,2010,3.1,15.0,,,
Democratic Republic of the Congo,2010,3.1,10.4,,,
Democratic Republic of the Congo,2010,3.1,9.0,,,
Haiti,2010,3.1,8.5,46.0,9842883.0,North-America
Haiti,2010,3.1,8.5,46.0,9842883.0,North-America
Haiti,2010,3.1,7.4,46.0,9842883.0,North-America
Honduras,2010,3.1,14.5,71.1,8450936.0,North-America
Honduras,2010,3.1,14.5,71.1,8450936.0,North-America
Honduras,2010,3.1,13.3,71.1,8450936.0,North-America
Gambia,2010,3.2,14.4,60.7,1937284.0,Africa
Gambia,2010,3.2,13.6,60.7,1937284.0,Africa
Gambia,2010,3.2,11.4,60.7,1937284.0,Africa
Israel,2010,3.2,25.1,81.7,7328439.0,Asia
Israel,2010,3.2,25.1,81.7,7328439.0,Asia
Israel,2010,3.2,22.6,81.7,7328439.0,Asia
Zimbabwe,2010,3.3,12.3,50.7,12839774.0,Africa
Zimbabwe,2010,3.3,11.8,50.7,12839774.0,Africa
Zimbabwe,2010,3.3,9.8,50.7,12839774.0,Africa
Zambia,2010,3.3,13.4,56.8,13792095.0,Africa
Zambia,2010,3.3,11.7,56.8,13792095.0,Africa
Zambia,2010,3.3,10.2,56.8,13792095.0,Africa
Lesotho,2010,3.4,25.0,45.6,2022752.0,Africa
Lesotho,2010,3.4,19.2,45.6,2022752.0,Africa
Lesotho,2010,3.4,15.6,45.6,2022752.0,Africa
Mali,2010,3.4,11.2,56.4,15529183.0,Africa
Mali,2010,3.4,9.1,56.4,15529183.0,Africa
Mali,2010,3.4,8.0,56.4,15529183.0,Africa
Malawi,2010,3.6,12.0,56.4,14718426.0,Africa
Malawi,2010,3.6,10.5,56.4,14718426.0,Africa
Malawi,2010,3.6,8.4,56.4,14718426.0,Africa
Nicaragua,2010,3.7,,72.0,5855736.0,North-America
Chad,2010,3.9,8.3,49.6,11894734.0,Africa
Chad,2010,3.9,8.3,49.6,11894734.0,Africa
Chad,2010,3.9,6.1,49.6,11894734.0,Africa
Guinea-Bissau,2010,3.9,12.0,56.2,1567226.0,Africa
Guinea-Bissau,2010,3.9,10.8,56.2,1567226.0,Africa
Guinea-Bissau,2010,3.9,8.9,56.2,1567226.0,Africa
Liberia,2010,3.9,10.5,59.4,4019958.0,Africa
Liberia,2010,3.9,8.7,59.4,4019958.0,Africa
Liberia,2010,3.9,7.1,59.4,4019958.0,Africa
Costa Rica,2010,4.0,12.7,78.7,4622250.0,North-America
Costa Rica,2010,4.0,12.7,78.7,4622250.0,North-America
Costa Rica,2010,4.0,11.3,78.7,4622250.0,North-America
Ecuador,2010,4.1,11.9,75.4,14989581.0,South-America
Ecuador,2010,4.1,11.9,75.4,14989581.0,South-America
Ecuador,2010,4.1,10.3,75.4,14989581.0,South-America
Nauru,2010,4.2,57.2,59.6,10262.0,Oceania
Nauru,2010,4.2,52.8,59.6,10262.0,Oceania
Nauru,2010,4.2,42.3,59.6,10262.0,Oceania
Kazakhstan,2010,4.2,26.9,68.1,16627839.0,Asia
Kazakhstan,2010,4.2,25.8,68.1,16627839.0,Asia
Kazakhstan,2010,4.2,24.0,68.1,16627839.0,Asia
Bahamas,2010,4.3,11.1,72.7,373277.0,North-America
Bahamas,2010,4.3,11.1,72.7,373277.0,North-America
Bahamas,2010,4.3,9.0,72.7,373277.0,North-America
The former Yugoslav Republic of Macedonia,2010,4.3,,,,
Democratic People's Republic of Korea,2010,4.4,22.1,,,
Democratic People's Republic of Korea,2010,4.4,22.1,,,
Democratic People's Republic of Korea,2010,4.4,19.1,,,
India,2010,4.6,35.6,66.9,1240613632.0,Asia
India,2010,4.6,14.7,66.9,1240613632.0,Asia
India,2010,4.6,9.4,66.9,1240613632.0,Asia
Cambodia,2010,4.7,23.1,67.7,14363534.0,Asia
Cambodia,2010,4.7,19.5,67.7,14363534.0,Asia
Cambodia,2010,4.7,18.5,67.7,14363534.0,Asia
Bolivia (Plurinational State of),2010,4.7,20.5,,,
Bolivia (Plurinational State of),2010,4.7,20.5,,,
Bolivia (Plurinational State of),2010,4.7,17.3,,,
Congo,2010,4.7,12.5,61.7,4437883.0,Africa
Congo,2010,4.7,11.6,61.7,4437883.0,Africa
Congo,2010,4.7,8.8,61.7,4437883.0,Africa
Namibia,2010,5.0,16.6,56.0,2099275.0,Africa
Namibia,2010,5.0,14.3,56.0,2099275.0,Africa
Namibia,2010,5.0,13.5,56.0,2099275.0,Africa
Nigeria,2010,5.1,5.5,50.9,160952864.0,Africa
Nigeria,2010,5.1,4.5,50.9,160952864.0,Africa
Nigeria,2010,5.1,3.7,50.9,160952864.0,Africa
Armenia,2010,5.1,25.4,73.2,2946296.0,Asia
Armenia,2010,5.1,25.4,73.2,2946296.0,Asia
Armenia,2010,5.1,25.0,73.2,2946296.0,Asia
Colombia,2010,5.1,11.3,75.0,44816104.0,South-America
Colombia,2010,5.1,11.3,75.0,44816104.0,South-America
Colombia,2010,5.1,9.8,75.0,44816104.0,South-America
Mexico,2010,5.2,18.5,74.2,112532400.0,North-America
Mexico,2010,5.2,18.5,74.2,112532400.0,North-America
Mexico,2010,5.2,17.0,74.2,112532400.0,North-America
Ghana,2010,5.5,4.3,61.2,25574722.0,Africa
Ghana,2010,5.5,3.4,61.2,25574722.0,Africa
Ghana,2010,5.5,2.7,61.2,25574722.0,Africa
Cuba,2010,5.5,28.3,77.7,11290420.0,North-America
Cuba,2010,5.5,28.3,77.7,11290420.0,North-America
Cuba,2010,5.5,24.6,77.7,11290420.0,North-America
Cabo Verde,2010,5.6,14.2,,,
Cabo Verde,2010,5.6,9.6,,,
Cabo Verde,2010,5.6,7.2,,,
Antigua and Barbuda,2010,5.7,,76.8,85710.0,North-America
Bosnia and Herzegovina,2010,5.7,40.2,77.1,3811093.0,Europe
Bosnia and Herzegovina,2010,5.7,40.2,77.1,3811093.0,Europe
Bosnia and Herzegovina,2010,5.7,32.7,77.1,3811093.0,Europe
Suriname,2010,5.7,,69.9,546085.0,South-America
Guyana,2010,5.8,18.2,66.7,747937.0,South-America
Guyana,2010,5.8,18.2,66.7,747937.0,South-America
Guyana,2010,5.8,15.6,66.7,747937.0,South-America
Albania,2010,5.9,28.2,77.9,2913402.0,Europe
Albania,2010,5.9,28.2,77.9,2913402.0,Europe
Albania,2010,5.9,24.0,77.9,2913402.0,Europe
China,2010,5.9,26.1,75.6,1348191360.0,Asia
China,2010,5.9,26.1,75.6,1348191360.0,Asia
China,2010,5.9,25.9,75.6,1348191360.0,Asia
Sao Tome and Principe,2010,5.9,6.5,65.2,182154.0,Africa
Sao Tome and Principe,2010,5.9,5.0,65.2,182154.0,Africa
Sao Tome and Principe,2010,5.9,3.4,65.2,182154.0,Africa
Belize,2010,6.1,10.9,72.3,322115.0,North-America
Belize,2010,6.1,10.9,72.3,322115.0,North-America
Belize,2010,6.1,9.3,72.3,322115.0,North-America
Philippines,2010,6.1,27.1,70.8,94636704.0,Asia
Philippines,2010,6.1,27.1,70.8,94636704.0,Asia
Philippines,2010,6.1,25.1,70.8,94636704.0,Asia
Burundi,2010,6.2,15.2,57.1,9126612.0,Africa
Burundi,2010,6.2,10.0,57.1,9126612.0,Africa
Burundi,2010,6.2,7.9,57.1,9126612.0,Africa
Trinidad and Tobago,2010,6.2,,72.7,1410297.0,North-America
Uruguay,2010,6.3,26.0,76.9,3352653.0,South-America
Uruguay,2010,6.3,26.0,76.9,3352653.0,South-America
Uruguay,2010,6.3,24.1,76.9,3352653.0,South-America
Paraguay,2010,6.4,17.9,71.9,5768618.0,South-America
