Location,Year,Alcohol,Tobacco,Lifeexpectancy,Population,Continent
Suriname,2005,5.0,,67.0,516228.0,South-America
Ghana,2005,5.1,5.1,59.8,22496952.0,Africa
Ghana,2005,5.1,4.1,59.8,22496952.0,Africa
Ghana,2005,5.1,3.4,59.8,22496952.0,Africa
Cabo Verde,2005,5.1,16.0,,,
Cabo Verde,2005,5.1,10.7,,,
Cabo Verde,2005,5.1,8.0,,,
Colombia,2005,5.2,13.0,73.1,42220944.0,South-America
Colombia,2005,5.2,13.0,73.1,42220944.0,South-America
Colombia,2005,5.2,11.2,73.1,42220944.0,South-America
Albania,2005,5.3,31.1,76.6,3032636.0,Europe
Albania,2005,5.3,31.1,76.6,3032636.0,Europe
Albania,2005,5.3,26.5,76.6,3032636.0,Europe
Saint Vincent and the Grenadines,2005,5.4,,73.5,112056.0,North-America
Panama,2005,5.4,11.0,75.8,3305875.0,North-America
Panama,2005,5.4,10.2,75.8,3305875.0,North-America
Panama,2005,5.4,8.8,75.8,3305875.0,North-America
Democratic Republic of the Congo,2005,5.5,17.4,,,
Democratic Republic of the Congo,2005,5.5,11.6,,,
Democratic Republic of the Congo,2005,5.5,9.5,,,
Bosnia and Herzegovina,2005,5.6,42.9,75.4,4094297.0,Europe
Bosnia and Herzegovina,2005,5.6,42.9,75.4,4094297.0,Europe
Bosnia and Herzegovina,2005,5.6,34.9,75.4,4094297.0,Europe
Philippines,2005,5.6,30.9,70.2,86261248.0,Asia
Philippines,2005,5.6,30.9,70.2,86261248.0,Asia
Philippines,2005,5.6,28.4,70.2,86261248.0,Asia
Cuba,2005,5.8,33.5,77.0,11246113.0,North-America
Cuba,2005,5.8,33.5,77.0,11246113.0,North-America
Cuba,2005,5.8,29.3,77.0,11246113.0,North-America
Guyana,2005,5.8,23.0,65.1,759713.0,South-America
Guyana,2005,5.8,23.0,65.1,759713.0,South-America
Guyana,2005,5.8,19.7,65.1,759713.0,South-America
Belize,2005,5.9,12.2,69.4,280386.0,North-America
Belize,2005,5.9,12.2,69.4,280386.0,North-America
Belize,2005,5.9,10.4,69.4,280386.0,North-America
Paraguay,2005,5.9,22.5,70.5,5476881.0,South-America
Paraguay,2005,5.9,22.5,70.5,5476881.0,South-America
Paraguay,2005,5.9,18.4,70.5,5476881.0,South-America
Antigua and Barbuda,2005,6.0,,75.8,79879.0,North-America
Trinidad and Tobago,2005,6.0,,71.3,1369078.0,North-America
Peru,2005,6.2,24.1,73.0,28147260.0,South-America
Peru,2005,6.2,24.1,73.0,28147260.0,South-America
Peru,2005,6.2,21.9,73.0,28147260.0,South-America
Mexico,2005,6.2,20.3,74.4,105442400.0,North-America
Mexico,2005,6.2,20.3,74.4,105442400.0,North-America
Mexico,2005,6.2,18.7,74.4,105442400.0,North-America
Argentina,2005,6.2,30.8,75.1,39070504.0,South-America
Argentina,2005,6.2,30.8,75.1,39070504.0,South-America
Argentina,2005,6.2,28.0,75.1,39070504.0,South-America
Cook Islands,2005,6.4,36.0,71.6,15168.0,Oceania
Cook Islands,2005,6.4,36.0,71.6,15168.0,Oceania
Cook Islands,2005,6.4,28.2,71.6,15168.0,Oceania
Burundi,2005,6.4,18.5,53.0,7388869.0,Africa
Burundi,2005,6.4,11.5,53.0,7388869.0,Africa
Burundi,2005,6.4,9.0,53.0,7388869.0,Africa
Uruguay,2005,6.4,29.7,76.2,3317666.0,South-America
Uruguay,2005,6.4,29.7,76.2,3317666.0,South-America
Uruguay,2005,6.4,27.4,76.2,3317666.0,South-America
Angola,2005,6.7,,51.6,19450962.0,Africa
Kyrgyzstan,2005,6.7,28.5,66.4,5193112.0,Asia
Kyrgyzstan,2005,6.7,26.2,66.4,5193112.0,Asia
Kyrgyzstan,2005,6.7,23.1,66.4,5193112.0,Asia
Malta,2005,6.8,29.2,79.6,410217.0,Europe
Malta,2005,6.8,29.2,79.6,410217.0,Europe
Malta,2005,6.8,26.3,79.6,410217.0,Europe
Dominican Republic,2005,7.0,14.9,70.9,9164770.0,North-America
Dominican Republic,2005,7.0,13.6,70.9,9164770.0,North-America
Dominican Republic,2005,7.0,10.0,70.9,9164770.0,North-America
Norway,2005,7.3,34.3,80.2,4623691.0,Europe
Norway,2005,7.3,34.3,80.2,4623691.0,Europe
Norway,2005,7.3,26.3,80.2,4623691.0,Europe
Sao Tome and Principe,2005,7.3,6.3,63.7,161697.0,Africa
Sao Tome and Principe,2005,7.3,5.1,63.7,161697.0,Africa
Sao Tome and Principe,2005,7.3,3.4,63.7,161697.0,Africa
Niue,2005,7.3,,67.3,1881.0,Oceania
Botswana,2005,7.4,26.6,52.6,1892819.0,Africa
Botswana,2005,7.4,18.6,52.6,1892819.0,Africa
Botswana,2005,7.4,14.6,52.6,1892819.0,Africa
Kazakhstan,2005,7.4,29.7,65.1,15656255.0,Asia
Kazakhstan,2005,7.4,28.2,65.1,15656255.0,Asia
Kazakhstan,2005,7.4,26.2,65.1,15656255.0,Asia
Japan,2005,7.4,27.3,82.0,127798376.0,Asia
Japan,2005,7.4,27.3,82.0,127798376.0,Asia
Japan,2005,7.4,26.3,82.0,127798376.0,Asia
Iceland,2005,7.5,24.4,81.2,297037.0,Europe
Iceland,2005,7.5,24.4,81.2,297037.0,Europe
Iceland,2005,7.5,18.7,81.2,297037.0,Europe
Chile,2005,7.5,41.9,78.0,16175315.0,South-America
Chile,2005,7.5,41.9,78.0,16175315.0,South-America
Chile,2005,7.5,38.5,78.0,16175315.0,South-America
Saint Kitts and Nevis,2005,7.8,,71.4,46752.0,North-America
Lao People's Democratic Republic,2005,7.8,39.9,,,
Lao People's Democratic Republic,2005,7.8,35.4,,,
Lao People's Democratic Republic,2005,7.8,30.3,,,
Barbados,2005,7.8,8.3,74.9,269489.0,North-America
Barbados,2005,7.8,8.3,74.9,269489.0,North-America
Barbados,2005,7.8,6.8,74.9,269489.0,North-America
Nigeria,2005,7.9,7.1,49.3,140490720.0,Africa
Nigeria,2005,7.9,5.4,49.3,140490720.0,Africa
Nigeria,2005,7.9,4.5,49.3,140490720.0,Africa
Grenada,2005,7.9,,73.5,110268.0,North-America
Dominica,2005,7.9,,72.3,68686.0,North-America
Mauritius,2005,7.9,24.1,72.7,1258050.0,Africa
Mauritius,2005,7.9,24.1,72.7,1258050.0,Africa
Mauritius,2005,7.9,21.8,72.7,1258050.0,Africa
Seychelles,2005,8.1,27.6,71.6,85907.0,Africa
Seychelles,2005,8.1,23.6,71.6,85907.0,Africa
Seychelles,2005,8.1,20.5,71.6,85907.0,Africa
Eswatini,2005,8.1,9.6,42.1,1071895.0,Africa
Eswatini,2005,8.1,8.1,42.1,1071895.0,Africa
Eswatini,2005,8.1,7.1,42.1,1071895.0,Africa
Brazil,2005,8.3,20.0,71.8,186797344.0,South-America
Brazil,2005,8.3,20.0,71.8,186797344.0,South-America
Brazil,2005,8.3,18.0,71.8,186797344.0,South-America
Italy,2005,8.3,24.0,81.0,58199876.0,Europe
Italy,2005,8.3,24.0,81.0,58199876.0,Europe
Italy,2005,8.3,23.4,81.0,58199876.0,Europe
Burkina Faso,2005,8.4,23.6,53.1,13876134.0,Africa
Burkina Faso,2005,8.4,15.4,53.1,13876134.0,Africa
Burkina Faso,2005,8.4,12.0,53.1,13876134.0,Africa
Venezuela (Bolivarian Republic of),2005,8.4,,,,
South Africa,2005,8.7,21.1,54.0,49017156.0,Africa
South Africa,2005,8.7,21.1,54.0,49017156.0,Africa
South Africa,2005,8.7,17.2,54.0,49017156.0,Africa
Gabon,2005,8.9,,62.0,1458362.0,Africa
Equatorial Guinea,2005,9.1,,55.5,864740.0,Africa
Sweden,2005,9.3,38.7,80.6,9051739.0,Europe
Sweden,2005,9.3,26.3,80.6,9051739.0,Europe
Sweden,2005,9.3,19.6,80.6,9051739.0,Europe
Greece,2005,9.3,46.5,79.6,11113450.0,Europe
Greece,2005,9.3,46.5,79.6,11113450.0,Europe
Greece,2005,9.3,42.5,79.6,11113450.0,Europe
United States of America,2005,9.3,28.8,,,
United States of America,2005,9.3,27.0,,,
United States of America,2005,9.3,21.8,,,
Thailand,2005,9.4,24.2,73.8,65821360.0,Asia
Thailand,2005,9.4,24.2,73.8,65821360.0,Asia
Thailand,2005,9.4,22.7,73.8,65821360.0,Asia
Croatia,2005,9.5,32.5,75.4,4429687.0,Europe
Croatia,2005,9.5,32.5,75.4,4429687.0,Europe
Croatia,2005,9.5,29.3,75.4,4429687.0,Europe
Republic of Korea,2005,9.5,31.1,,,
Republic of Korea,2005,9.5,31.1,,,
Republic of Korea,2005,9.5,29.4,,,
Canada,2005,9.8,23.0,80.1,32215914.0,North-America
Canada,2005,9.8,23.0,80.1,32215914.0,North-America
Canada,2005,9.8,21.7,80.1,32215914.0,North-America
Cyprus,2005,9.9,40.0,78.1,1037070.0,Europe
Cyprus,2005,9.9,40.0,78.1,1037070.0,Europe
Cyprus,2005,9.9,32.6,78.1,1037070.0,Europe
Afghanistan,2000,0.0,37.5,55.3,19542986.0,Asia
Afghanistan,2000,0.0,22.3,55.3,19542986.0,Asia
Afghanistan,2000,0.0,17.1,55.3,19542986.0,Asia
Kuwait,2000,0.0,27.3,76.7,1934910.0,Asia
Kuwait,2000,0.0,27.3,76.7,1934910.0,Asia
Kuwait,2000,0.0,20.1,76.7,1934910.0,Asia
Mauritania,2000,0.0,22.3,61.0,2695018.0,Africa
Mauritania,2000,0.0,13.2,61.0,2695018.0,Africa
Mauritania,2000,0.0,11.7,61.0,2695018.0,Africa
Saudi Arabia,2000,0.0,17.4,72.5,21547398.0,Asia
Saudi Arabia,2000,0.0,15.1,72.5,21547398.0,Asia
Saudi Arabia,2000,0.0,11.9,72.5,21547398.0,Asia
Somalia,2000,0.0,,50.7,8721465.0,Africa
Sudan,2000,0.0,,58.3,26298778.0,Africa
Bangladesh,2000,0.0,50.6,65.8,129193336.0,Asia
Bangladesh,2000,0.0,30.4,65.8,129193336.0,Asia
Bangladesh,2000,0.0,23.0,65.8,129193336.0,Asia
Libya,2000,0.0,,70.7,5154789.0,Africa
Iran (Islamic Republic of),2000,0.0,19.9,,,
Iran (Islamic Republic of),2000,0.0,16.4,,,
Iran (Islamic Republic of),2000,0.0,13.3,,,
Pakistan,2000,0.0,35.3,62.1,154369920.0,Asia
Pakistan,2000,0.0,21.2,62.1,154369920.0,Asia
Pakistan,2000,0.0,16.6,62.1,154369920.0,Asia
Indonesia,2000,0.1,34.3,66.4,214072416.0,Asia
Indonesia,2000,0.1,31.7,66.4,214072416.0,Asia
Indonesia,2000,0.1,28.7,66.4,214072416.0,Asia
Egypt,2000,0.1,18.5,68.0,71371368.0,Africa
Egypt,2000,0.1,18.5,68.0,71371368.0,Africa
Egypt,2000,0.1,14.3,68.0,71371368.0,Africa
Niger,2000,0.1,9.7,49.3,11622673.0,Africa
Niger,2000,0.1,8.1,49.3,11622673.0,Africa
Niger,2000,0.1,7.1,49.3,11622673.0,Africa
Yemen,2000,0.1,27.7,62.6,18628704.0,Asia
Yemen,2000,0.1,23.4,62.6,18628704.0,Asia
Yemen,2000,0.1,16.8,62.6,18628704.0,Asia
Comoros,2000,0.2,46.2,58.8,536762.0,Africa
Comoros,2000,0.2,20.3,58.8,536762.0,Africa
Comoros,2000,0.2,15.6,58.8,536762.0,Africa
Iraq,2000,0.2,20.8,66.8,24628860.0,Asia
Iraq,2000,0.2,20.8,66.8,24628860.0,Asia
Iraq,2000,0.2,15.1,66.8,24628860.0,Asia
Nepal,2000,0.2,56.9,62.6,24559504.0,Asia
Nepal,2000,0.2,38.6,62.6,24559504.0,Asia
Nepal,2000,0.2,34.2,62.6,24559504.0,Asia
Sierra Leone,2000,0.2,35.0,45.1,4584074.0,Africa
Sierra Leone,2000,0.2,32.3,45.1,4584074.0,Africa
Sierra Leone,2000,0.2,28.4,45.1,4584074.0,Africa
Brunei Darussalam,2000,0.2,18.6,,,
Brunei Darussalam,2000,0.2,18.6,,,
Brunei Darussalam,2000,0.2,15.5,,,
Algeria,2000,0.3,24.0,70.5,30774624.0,Africa
Algeria,2000,0.3,17.5,70.5,30774624.0,Africa
Algeria,2000,0.3,13.9,70.5,30774624.0,Africa
Guinea,2000,0.3,,52.5,8336973.0,Africa
Myanmar,2000,0.4,60.7,60.2,45538340.0,Asia
Myanmar,2000,0.4,38.3,60.2,45538340.0,Asia
Myanmar,2000,0.4,27.4,60.2,45538340.0,Asia
Jordan,2000,0.5,32.2,71.9,5056172.0,Asia
Jordan,2000,0.5,32.2,71.9,5056172.0,Asia
Jordan,2000,0.5,24.9,71.9,5056172.0,Asia
Morocco,2000,0.5,20.7,66.8,28554420.0,Africa
Morocco,2000,0.5,20.7,66.8,28554420.0,Africa
Morocco,2000,0.5,17.0,66.8,28554420.0,Africa
Senegal,2000,0.5,13.4,56.9,9704291.0,Africa
Senegal,2000,0.5,11.1,56.9,9704291.0,Africa
Senegal,2000,0.5,9.3,56.9,9704291.0,Africa
Timor-Leste,2000,0.5,51.9,,,
Timor-Leste,2000,0.5,42.4,,,
Timor-Leste,2000,0.5,40.5,,,
Malaysia,2000,0.6,31.3,72.8,22945152.0,Asia
Malaysia,2000,0.6,29.7,72.8,22945152.0,Asia
Malaysia,2000,0.6,25.8,72.8,22945152.0,Asia
Djibouti,2000,0.7,,56.6,742046.0,Africa
Solomon Islands,2000,0.8,45.0,67.2,429986.0,Oceania
Solomon Islands,2000,0.8,45.0,67.2,429986.0,Oceania
Solomon Islands,2000,0.8,37.1,67.2,429986.0,Oceania
Mali,2000,0.8,15.6,50.5,11239103.0,Africa
Mali,2000,0.8,12.3,50.5,11239103.0,Africa
Mali,2000,0.8,10.7,50.5,11239103.0,Africa
Oman,2000,0.8,8.8,73.5,2344261.0,Asia
Oman,2000,0.8,7.6,73.5,2344261.0,Asia
Oman,2000,0.8,6.1,73.5,2344261.0,Asia
Tajikistan,2000,0.9,,63.3,6273001.0,Asia
Qatar,2000,0.9,18.2,74.8,645947.0,Asia
Qatar,2000,0.9,16.4,74.8,645947.0,Asia
Qatar,2000,0.9,12.7,74.8,645947.0,Asia
Eritrea,2000,1.0,,56.1,2392888.0,Africa
Mozambique,2000,1.1,,49.5,17768510.0,Africa
Ethiopia,2000,1.2,5.5,50.5,67031872.0,Africa
Ethiopia,2000,1.2,4.0,50.5,67031872.0,Africa
Ethiopia,2000,1.2,3.4,50.5,67031872.0,Africa
Vanuatu,2000,1.3,,69.0,192087.0,Oceania
Syrian Arab Republic,2000,1.3,,,,
Rwanda,2000,1.4,19.2,47.1,8109994.0,Africa
Rwanda,2000,1.4,15.4,47.1,8109994.0,Africa
Rwanda,2000,1.4,9.1,47.1,8109994.0,Africa
Kiribati,2000,1.5,64.7,64.4,88840.0,Oceania
Kiribati,2000,1.5,64.7,64.4,88840.0,Oceania
Kiribati,2000,1.5,54.8,64.4,88840.0,Oceania
Tonga,2000,1.5,33.1,69.0,102620.0,Oceania
Tonga,2000,1.5,33.1,69.0,102620.0,Oceania
Tonga,2000,1.5,28.8,69.0,102620.0,Oceania
Madagascar,2000,1.5,49.9,57.9,16216432.0,Africa
Madagascar,2000,1.5,20.3,57.9,16216432.0,Africa
Madagascar,2000,1.5,17.3,57.9,16216432.0,Africa
Togo,2000,1.5,13.4,54.7,5008043.0,Africa
Togo,2000,1.5,9.5,54.7,5008043.0,Africa
Togo,2000,1.5,7.4,54.7,5008043.0,Africa
Azerbaijan,2000,1.6,26.4,64.9,8190341.0,Asia
Azerbaijan,2000,1.6,26.4,64.9,8190341.0,Asia
Azerbaijan,2000,1.6,20.7,64.9,8190341.0,Asia
Tunisia,2000,1.6,29.4,73.7,9893326.0,Africa
Tunisia,2000,1.6,29.4,73.7,9893326.0,Africa
Tunisia,2000,1.6,26.6,73.7,9893326.0,Africa
Maldives,2000,1.7,42.1,70.9,282520.0,Asia
Maldives,2000,1.7,37.6,70.9,282520.0,Asia
Maldives,2000,1.7,28.6,70.9,282520.0,Asia
Cambodia,2000,1.8,33.5,58.6,12118844.0,Asia
Cambodia,2000,1.8,27.1,58.6,12118844.0,Asia
Cambodia,2000,1.8,26.1,58.6,12118844.0,Asia
Tuvalu,2000,1.8,47.5,63.5,9662.0,Oceania
Tuvalu,2000,1.8,47.5,63.5,9662.0,Oceania
Tuvalu,2000,1.8,38.7,63.5,9662.0,Oceania
United Arab Emirates,2000,1.8,26.4,74.4,3275338.0,Asia
United Arab Emirates,2000,1.8,26.4,74.4,3275338.0,Asia
United Arab Emirates,2000,1.8,19.7,74.4,3275338.0,Asia
Sri Lanka,2000,1.9,28.6,70.4,18776374.0,Asia
Sri Lanka,2000,1.9,17.3,70.4,18776374.0,Asia
Sri Lanka,2000,1.9,11.6,70.4,18776374.0,Asia
Italy,2000,10.0,25.0,79.6,56966400.0,Europe
Italy,2000,10.0,25.0,79.6,56966400.0,Europe
Italy,2000,10.0,24.5,79.6,56966400.0,Europe
Finland,2000,10.0,36.7,77.7,5176208.0,Europe
Finland,2000,10.0,27.4,77.7,5176208.0,Europe
Finland,2000,10.0,24.2,77.7,5176208.0,Europe
Saint Lucia,2000,10.3,19.8,70.8,159513.0,North-America
Saint Lucia,2000,10.3,19.8,70.8,159513.0,North-America
Saint Lucia,2000,10.3,16.3,70.8,159513.0,North-America
Republic of Moldova,2000,10.4,23.6,,,
Republic of Moldova,2000,10.4,22.0,,,
Republic of Moldova,2000,10.4,20.2,,,
Estonia,2000,10.5,44.2,71.3,1396881.0,Europe
Estonia,2000,10.5,39.2,71.3,1396881.0,Europe
Estonia,2000,10.5,35.6,71.3,1396881.0,Europe
Georgia,2000,10.6,30.3,69.6,4265175.0,Asia
Georgia,2000,10.6,30.3,69.6,4265175.0,Asia
Georgia,2000,10.6,27.3,69.6,4265175.0,Asia
Ukraine,2000,10.6,34.6,67.9,48879752.0,Europe
Ukraine,2000,10.6,34.6,67.9,48879752.0,Europe
Ukraine,2000,10.6,32.9,67.9,48879752.0,Europe
Australia,2000,10.6,24.2,79.6,19017968.0,Oceania
Australia,2000,10.6,24.2,79.6,19017968.0,Oceania
Australia,2000,10.6,19.7,79.6,19017968.0,Oceania
Cameroon,2000,10.7,13.4,52.9,15091598.0,Africa
Cameroon,2000,10.7,10.7,52.9,15091598.0,Africa
Cameroon,2000,10.7,10.5,52.9,15091598.0,Africa
Croatia,2000,10.9,32.6,74.6,4548438.0,Europe
Croatia,2000,10.9,32.6,74.6,4548438.0,Europe
Croatia,2000,10.9,29.4,74.6,4548438.0,Europe
Republic of Korea,2000,10.9,35.9,,,
Republic of Korea,2000,10.9,35.9,,,
Republic of Korea,2000,10.9,33.9,,,
Slovakia,2000,11.1,31.3,73.1,5376700.0,Europe
Slovakia,2000,11.1,31.3,73.1,5376700.0,Europe
Slovakia,2000,11.1,26.4,73.1,5376700.0,Europe
Netherlands,2000,11.1,34.0,78.1,15899138.0,Europe
Netherlands,2000,11.1,34.0,78.1,15899138.0,Europe
Netherlands,2000,11.1,29.1,78.1,15899138.0,Europe
United Republic of Tanzania,2000,11.4,22.4,,,
United Republic of Tanzania,2000,11.4,21.2,,,
United Republic of Tanzania,2000,11.4,18.2,,,
Bulgaria,2000,11.4,43.4,71.6,8097694.0,Europe
Bulgaria,2000,11.4,43.4,71.6,8097694.0,Europe
Bulgaria,2000,11.4,39.7,71.6,8097694.0,Europe
Belgium,2000,11.4,29.5,77.8,10264351.0,Europe
Belgium,2000,11.4,27.7,77.8,10264351.0,Europe
Belgium,2000,11.4,25.8,77.8,10264351.0,Europe
Lithuania,2000,11.5,39.9,72.1,3599639.0,Europe
Lithuania,2000,11.5,31.4,72.1,3599639.0,Europe
Lithuania,2000,11.5,28.8,72.1,3599639.0,Europe
Spain,2000,11.7,32.6,79.4,40741652.0,Europe
Spain,2000,11.7,32.6,79.4,40741652.0,Europe
Spain,2000,11.7,30.3,79.4,40741652.0,Europe
Denmark,2000,11.7,38.2,76.8,5340662.0,Europe
Denmark,2000,11.7,38.2,76.8,5340662.0,Europe
Denmark,2000,11.7,34.1,76.8,5340662.0,Europe
Slovenia,2000,12.1,24.7,76.2,1984339.0,Europe
Slovenia,2000,12.1,24.7,76.2,1984339.0,Europe
Slovenia,2000,12.1,23.0,76.2,1984339.0,Europe
United Kingdom of Great Britain and Northern Ireland,2000,12.3,35.7,,,
United Kingdom of Great Britain and Northern Ireland,2000,12.3,35.7,,,
United Kingdom of Great Britain and Northern Ireland,2000,12.3,30.8,,,
Hungary,2000,12.4,35.3,71.8,10202054.0,Europe
Hungary,2000,12.4,35.3,71.8,10202054.0,Europe
Hungary,2000,12.4,32.7,71.8,10202054.0,Europe
Switzerland,2000,12.5,26.8,79.8,7182052.0,Europe
Switzerland,2000,12.5,26.8,79.8,7182052.0,Europe
Switzerland,2000,12.5,23.2,79.8,7182052.0,Europe
Andorra,2000,12.5,35.4,80.9,66116.0,Europe
Andorra,2000,12.5,35.4,80.9,66116.0,Europe
Andorra,2000,12.5,29.1,80.9,66116.0,Europe
Belarus,2000,12.6,39.8,69.2,10256489.0,Europe
Belarus,2000,12.6,34.2,69.2,10256489.0,Europe
Belarus,2000,12.6,32.3,69.2,10256489.0,Europe
Portugal,2000,12.8,23.6,76.8,10300632.0,Europe
Portugal,2000,12.8,23.6,76.8,10300632.0,Europe
Portugal,2000,12.8,21.1,76.8,10300632.0,Europe
Austria,2000,12.9,49.2,78.2,8010425.0,Europe
Austria,2000,12.9,49.2,78.2,8010425.0,Europe
Austria,2000,12.9,45.8,78.2,8010425.0,Europe
France,2000,13.7,31.8,79.0,58665456.0,Europe
France,2000,13.7,31.8,79.0,58665456.0,Europe
France,2000,13.7,28.8,79.0,58665456.0,Europe
Luxembourg,2000,13.7,28.7,77.8,435634.0,Europe
Luxembourg,2000,13.7,28.7,77.8,435634.0,Europe
Luxembourg,2000,13.7,25.6,77.8,435634.0,Europe
Germany,2000,13.8,34.3,78.1,81551680.0,Europe
Germany,2000,13.8,34.3,78.1,81551680.0,Europe
Germany,2000,13.8,31.2,78.1,81551680.0,Europe
Russian Federation,2000,13.9,30.5,,,
Russian Federation,2000,13.9,30.5,,,
Russian Federation,2000,13.9,30.0,,,
Czechia,2000,14.2,33.6,75.0,10234712.0,Europe
Czechia,2000,14.2,33.6,75.0,10234712.0,Europe
Czechia,2000,14.2,28.6,75.0,10234712.0,Europe
Ireland,2000,15.0,35.0,76.5,3768954.0,Europe
Ireland,2000,15.0,35.0,76.5,3768954.0,Europe
Ireland,2000,15.0,32.3,76.5,3768954.0,Europe
Uganda,2000,17.8,17.9,48.3,24020710.0,Africa
Uganda,2000,17.8,15.0,48.3,24020710.0,Africa
Uganda,2000,17.8,12.6,48.3,24020710.0,Africa
Romania,2000,19.0,35.2,71.3,21919882.0,Europe
Romania,2000,19.0,35.1,71.3,21919882.0,Europe
Romania,2000,19.0,31.8,71.3,21919882.0,Europe
India,2000,2.0,50.2,62.7,1059633664.0,Asia
India,2000,2.0,27.6,62.7,1059633664.0,Asia
India,2000,2.0,17.4,62.7,1059633664.0,Asia
Kenya,2000,2.2,15.5,54.4,30851604.0,Africa
Kenya,2000,2.2,14.0,54.4,30851604.0,Africa
Kenya,2000,2.2,11.8,54.4,30851604.0,Africa
Papua New Guinea,2000,2.2,55.4,61.7,5508300.0,Oceania
Papua New Guinea,2000,2.2,55.4,61.7,5508300.0,Oceania
Papua New Guinea,2000,2.2,41.6,61.7,5508300.0,Oceania
Lebanon,2000,2.3,35.0,73.9,4320650.0,Asia
Lebanon,2000,2.3,35.0,73.9,4320650.0,Asia
Lebanon,2000,2.3,29.6,73.9,4320650.0,Asia
Singapore,2000,2.3,17.0,79.1,4053602.0,Asia
Singapore,2000,2.3,17.0,79.1,4053602.0,Asia
Singapore,2000,2.3,15.2,79.1,4053602.0,Asia
Fiji,2000,2.4,32.2,66.3,832516.0,Oceania
Fiji,2000,2.4,32.2,66.3,832516.0,Oceania
Fiji,2000,2.4,27.9,66.3,832516.0,Oceania
Central African Republic,2000,2.4,,45.4,3759174.0,Africa
Guatemala,2000,2.4,14.1,67.4,11735893.0,North-America
Guatemala,2000,2.4,14.1,67.4,11735893.0,North-America
Guatemala,2000,2.4,12.2,67.4,11735893.0,North-America
Chad,2000,2.5,10.0,47.4,8259144.0,Africa
Chad,2000,2.5,10.0,47.4,8259144.0,Africa
Chad,2000,2.5,7.2,47.4,8259144.0,Africa
Türkiye,2000,2.5,34.5,,,
Türkiye,2000,2.5,34.5,,,
Türkiye,2000,2.5,32.5,,,
Benin,2000,2.5,15.1,56.6,6998022.0,Africa
Benin,2000,2.5,9.5,56.6,6998022.0,Africa
Benin,2000,2.5,7.5,56.6,6998022.0,Africa
Cook Islands,2000,2.6,39.5,70.0,15920.0,Oceania
Cook Islands,2000,2.6,39.5,70.0,15920.0,Oceania
Cook Islands,2000,2.6,31.1,70.0,15920.0,Oceania
Turkmenistan,2000,2.6,13.8,65.0,4569135.0,Asia
Turkmenistan,2000,2.6,11.2,65.0,4569135.0,Asia
Turkmenistan,2000,2.6,9.8,65.0,4569135.0,Asia
Bahrain,2000,2.7,25.5,75.5,711446.0,Asia
Bahrain,2000,2.7,25.5,75.5,711446.0,Asia
Bahrain,2000,2.7,19.0,75.5,711446.0,Asia
Congo,2000,2.8,11.7,53.7,3134034.0,Africa
Congo,2000,2.8,10.3,53.7,3134034.0,Africa
Congo,2000,2.8,7.6,53.7,3134034.0,Africa
Mongolia,2000,2.8,31.3,62.9,2450988.0,Asia
Mongolia,2000,2.8,28.8,62.9,2450988.0,Asia
Mongolia,2000,2.8,26.8,62.9,2450988.0,Asia
Israel,2000,2.9,30.7,78.9,6116955.0,Asia
Israel,2000,2.9,30.7,78.9,6116955.0,Asia
Israel,2000,2.9,27.7,78.9,6116955.0,Asia
Malawi,2000,3.0,18.5,44.5,11229380.0,Africa
Malawi,2000,3.0,16.8,44.5,11229380.0,Africa
Malawi,2000,3.0,12.9,44.5,11229380.0,Africa
Zimbabwe,2000,3.0,16.5,44.7,11834679.0,Africa
Zimbabwe,2000,3.0,15.8,44.7,11834679.0,Africa
Zimbabwe,2000,3.0,13.0,44.7,11834679.0,Africa
Bolivia (Plurinational State of),2000,3.1,34.8,,,
Bolivia (Plurinational State of),2000,3.1,34.8,,,
Bolivia (Plurinational State of),2000,3.1,29.8,,,
Honduras,2000,3.1,17.1,68.7,6656727.0,North-America
Honduras,2000,3.1,17.1,68.7,6656727.0,North-America
Honduras,2000,3.1,16.1,68.7,6656727.0,North-America
El Salvador,2000,3.1,14.3,69.9,5958482.0,North-America
El Salvador,2000,3.1,14.3,69.9,5958482.0,North-America
El Salvador,2000,3.1,12.4,69.9,5958482.0,North-America
Bhutan,2000,3.2,32.9,62.0,587210.0,Asia
Bhutan,2000,3.2,15.6,62.0,587210.0,Asia
Bhutan,2000,3.2,10.3,62.0,587210.0,Asia
Viet Nam,2000,3.3,28.1,,,
Viet Nam,2000,3.3,26.1,,,
Viet Nam,2000,3.3,19.6,,,
Jamaica,2000,3.3,16.3,70.9,2612203.0,North-America
Jamaica,2000,3.3,16.3,70.9,2612203.0,North-America
Jamaica,2000,3.3,14.5,70.9,2612203.0,North-America
Micronesia (Federated States of),2000,3.4,,,,
Uzbekistan,2000,3.5,25.8,65.7,24925558.0,Asia
Uzbekistan,2000,3.5,14.6,65.7,24925558.0,Asia
Uzbekistan,2000,3.5,12.2,65.7,24925558.0,Asia
Zambia,2000,3.6,15.1,45.2,9891140.0,Africa
Zambia,2000,3.6,12.8,45.2,9891140.0,Africa
Zambia,2000,3.6,10.9,45.2,9891140.0,Africa
China,2000,3.6,27.3,71.9,1264099072.0,Asia
China,2000,3.6,27.3,71.9,1264099072.0,Asia
China,2000,3.6,27.2,71.9,1264099072.0,Asia
Gambia,2000,3.7,21.3,56.9,1437540.0,Africa
